Sample	Sample_Type	Tree	Time_Point	Replicate	Treatment_LandUseHistory	MPB_Impacted	Treatment_Moisture	Acephala_sp	Agaricus_agrinferus	Agaricus_arvensis	Agaricus_zhangyensis	Alternaria_ellipsoidea	Alternaria_multirostrata	Alternaria_nepalensis	Amanita_pseudopantherina	Antrodiella_faginea	Apiotrichum_sporotrichoides	Apseudocercosporella_trigonotidis	Ascochyta_medicaginicola_var._macrospora	Aspergillus_sigurros	Aureobasidium_castaneae	Auricularia_subglabra	Auricularia_submesenterica	Barrenia_panici	Basidioascus_undulatus	Beauveria_varroae	Bergerella_atrofusca	Bovista_cretacea	Cadophora_domestica	Calonarius_caesiocinctus	Calvatia_fragilis	Candida_orthopsilosis	Candida_pseudoglaebosa	Candolleomyces_cacao	Ceratobasidiaceae_sp	Chaetomium_cervicicola	Chaetospermum_sp	Chalara_recta	Chroogomphus_pakistanicus	Chrysozyma_pseudogriseoflava	Cladophialophora_humicola	Cladosporium_aphidis	Clarireedia_paspali	Clitopilus_brunneiceps	Clonostachys_divergens	Coleophoma_camelliae	Coniochaeta_vineae	Coprinellus_sclerocystidiosus	Coprinopsis_marcescibilis	Cortinarius_albidipes	Cortinarius_alboadustus	Cortinarius_brunneoaffinis	Cortinarius_cepistipes	Cortinarius_clarisordidus	Cortinarius_collangustus	Cortinarius_deceptivissimus	Cortinarius_decipiens	Cortinarius_kauffmanianus	Cortinarius_majorinus	Cortinarius_miwok	Cortinarius_mucosus	Cortinarius_parvannulatus	Cortinarius_paululus	Cortinarius_subcarneinatus	Cortinarius_turgidipes	Cristulariella_depraedans	Curvularia_siddiquii	Cutaneotrichosporon_dermatis	Cyphellophora_eucalypti	Cyphellophora_vermispora	Cystobasidium_raffinophilum	Cystobasidium_terricola	Darksidea_zeta	Debaryomyces_robertsiae	Didymosphaeria_variabile	Diversispora_spurca	Dothiora_europaea	Emericellopsis_glabra	Entoloma_aurorae-borealis	Entoloma_fuscohebes	Entoloma_tibiicystidiatum	Entomocorticium_portiae	Epicoccum_thailandicum	Erysiphe_polygoni	Filobasidium_magnum	Filobasidium_oeirense	Fonsecaea_nubica	Fontanospora_fusiramosa	Funneliformis_caledonium	Furcasterigmium_furcatum	Fusarium_algeriense	Fusarium_brevicatenulatum	Fusarium_croci	Fusarium_nelsonii	Gaeumannomyces_hyphopodioides	Ganoderma_carocalcareum	Gliomastix_roseogrisea	Gloeopycnis_protuberans	Gymnopilus_aurantiophyllus	Gyoerffyella_sp	Hanseniaspora_nectarophila	Harzia_acremonioides	Hebeloma_erebium	Hebeloma_pungens	Helotiales_sp	Humicola_zollerniae	Hyaloscyphaceae_sp	Hydnum_pallidomarginatum	Hydnum_subolympicum	Hygrophorus_fuscoalboides	Hypoderma_siculum	Ilyonectria_mors-panacis	Inocybe_purpureobadia	Inocybe_silvae-herbaceae	Juncaceicola_padellana	Knufia_tsunedae	Laccaria_fagacicola	Lachnum_impudicum	Lactarius_aurantiacopallens	Lactarius_miniatosporus	Lentithecium_pseudoclioninum	Leohumicola_atra	Leucosporidium_escuderoi	Linnemannia_amoeboidea	Linnemannia_camargensis	Lophiostoma_rosae	Lycoperdon_echinatum	Lycoperdon_ericaeum	Lycoperdon_nigrescens	Lyophyllum_shimeji	Macroconia_bulbipes	Mallocybe_sp	Mariannaea_camptospora	Megalocystidium_perticatum	Metapochonia_hahajimaensis	Microbotryum_violaceum	Microdochium_lycopodinum	Minimelanolocus_clavatus	Morchella_tasmanica	Mortierella_alliacea	Mortierella_fluviae	Mortierella_wuyishanensis	Mrakia_niccombsii	Mycena_megaspora	Mycodidymella_aesculi	Naganishia_bhutanensis	Naganishia_diffluens	Naganishia_vishniacii	Neoantrodia_infirma	Neoantrodia_serialis	Neoascochyta_tardicrescens	Neocucurbitaria_aetnensis	Neocucurbitaria_rhamnioides	Neodidymelliopsis_negundinis	Neofabraea_salicina	Neophaeomoniella_constricta	Nodulosphaeria_thalictri	Oculimacula_yallundae	Odontia_sp	Panaeolina_foenisecii	Papiliotrema_nemorosa	Parabartalinia_lateralis	Paraboeremia_selaginellae	Paraleptosphaeria_nitschkei	Paraphaeosphaeria_neglecta	Paraphoma_ledniceana	Paraphoma_pye	Penicillium_alutaceum	Penicillium_coprobium	Penicillium_janczewskii	Penicillium_madriti	Penicillium_oregonense	Penicillium_vasconiae	Peziza_montirivicola	Phenoliferia_psychrophenolica	Phialocephala_amethystea	Phialocephala_helenae	Phlebia_rufa	Phlebiopsis_sp	Phlegmacium_subfoetens	Piloderma_bicolor	Piloderma_lanatum	Piloderma_sp	Plectosphaerella_melonis	Pluteus_kovalenkoi	Polyozellus_mariae	Psathyrella_carinthiaca	Pseudeurotium_desertorum	Pseudofusicoccum_olivaceum	Pseudogymnoascus_roseus	Pseudopezicula_betulae	Pseudosperma_emberizanum	Pseudoteratosphaeria_perpendicularis	Pyrenochaetopsis_kuksensis	Rhizopogon_ellenae	Rhizopogon_sp	Rhodosporidiobolus_azoricus	Rhodotorula_dairenensis	Rhodotorula_kratochvilovae	Rickenella_indica	Russula_cremicolor	Russula_indocatillus	Russula_pseudotsugarum	Sarcodon_lidongensis	Satchmopsis_metrosideri	Sclerostagonospora_cycadis	Sebacina_sp	Selenophoma_mahoniae	Septoriella_hibernica	Septoriella_oudemansii	Serendipita_sp	Serendipita_vermifera	Serendipitaceae_sp	Simplicillium_lanosoniveum	Solicoccozyma_aeria	Stagonospora_forlicesenensis	Strobilurus_conigenoides	Strobilurus_pachycystidiatus	Subulicystidium_perlongisporum	Suillus_luteus	Symmetrospora_proteacearum	Talaromyces_oumae-annae	Thaxterogaster_argyrionus	Thaxterogaster_rhipiduranus	Thelephora_atra	Thelephora_caryophyllea	Thelephora_sp	Thelephoraceae_sp	Thelonectria_blackeriella	Thyronectria_coryli	Tolypocladium_geodes	Tomentella_lammiensis	Tomentella_sp	Tomentellopsis_echinospora	Tomentellopsis_sp	Torula_lancangjiangensis	Trichocladium_antarcticum	Trichoderma_atlanticum	Trichoderma_austrokoningii	Trichoderma_ochroleucum	Trichoderma_sinense	Tricholoma_badicephalum	Tricholoma_bonii	Tricholoma_olivaceum	Tricholoma_populinum	Tricladium_marylandicum	Tubaria_similis	Umbelopsis_angularis	Unknown	Vacuiphoma_bulgarica	Venturia_albae	Venturia_catenospora	Venturia_mandshurica	Venturia_saliciperda	Verticillium_albo-atrum	Vishniacozyma_psychrotolerans	Vuilleminia_alni	Wilcoxina_rehmii	Xenodidymella_camporesii	Xenopenidiella_nigrescens
SFSP110	Rhizosphere	Tree	Day_of_Harvest	8	1stPreMPB	Non_MPB	Wet	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	91	0	0	82	0	0	23	0	5	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	226	67	8442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	115	0	169	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	68	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1312	0	0	0	0	0	0	0	981	0	968	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34576	0	0	0	0	0	0	0	0	25	0	0
SFSP111	Rhizosphere	Tree	Day_of_Harvest	14	1stPreMPB	Non_MPB	Wet	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	234	0	0	16	0	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	16	0	0	0	0	0	0	0	0	16	0	28	0	0	0	0	474	7	17055	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	261	39	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	46	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	976	0	44	0	0	0	0	0	10	0	0	30	0	0	0	0	0	717	0	0	0	0	0	0	0	0	0	2463	0	0	0	0	0	0	0	0	0	0	0	11740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	14423	0	0	0	0	0	0	0	0	9	0	0
SFSP112	Rhizosphere	Tree	Day_of_Harvest	21	1stPreMPB	Non_MPB	Wet	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	55	0	0	17431	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	230	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	55	440	23	14270	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	15	0	38	27	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	11	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	28	0	0	0	0	0	9	0	0	0	0	0	0	0	0	782	0	0	0	0	0	0	0	0	0	3471	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18436	0	23	0	0	0	0	0	0	25	0	0
SFSP113	Rhizosphere	Tree	Day_of_Harvest	22	1stPreMPB	Non_MPB	Wet	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	118	0	0	54	0	0	23	0	14	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	28	0	20	0	0	0	0	0	2	0	0	49	0	0	0	0	0	0	292	211	15843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	728	0	187	19	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	32	0	0	2	0	12	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569	0	0	0	0	0	0	0	0	0	1276	0	0	0	0	0	0	0	0	0	0	0	5807	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	27399	0	5	0	0	0	0	0	0	23	0	0
SFSP114	Rhizosphere	Tree	Day_of_Harvest	23	1stPreMPB	Non_MPB	Wet	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	255	0	0	93	0	0	26	0	5	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	19	0	36	0	0	0	0	0	0	462	182	20499	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	622	0	232	39	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	31	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	37	0	0	0	0	0	6	0	0	22	0	0	0	0	0	929	0	0	0	0	0	0	0	0	0	1455	0	0	0	0	0	2	0	0	0	0	0	5561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	25176	0	38	0	0	0	0	0	0	17	0	0
SFSP115	Rhizosphere	Tree	Day_of_Harvest	25	1stPreMPB	Non_MPB	Wet	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	8	0	0	217	0	0	55	0	0	25	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	20	0	0	0	0	0	0	0	0	154	0	2	0	0	0	0	437	25	20118	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	122	68	0	0	0	0	0	0	0	0	8	0	0	10	0	0	0	11	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	0	9	0	0	0	0	0	296	0	75	0	0	0	0	0	0	0	0	19	0	0	0	0	0	788	0	0	0	0	0	0	47	0	0	3917	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	18774	0	10	0	0	0	0	0	0	49	0	0
SFSP140	Rhizosphere	Tree	Day_of_Harvest	4	Old_Forest	Non_MPB	Wet	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	109	0	0	35	0	0	11	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	27	0	44	0	0	0	0	0	0	7	0	10	0	0	0	0	0	0	106	0	13784	0	0	0	0	0	0	0	0	0	12	0	0	0	0	13	0	0	23	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	2	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	7927	0	207	0	0	0	0	0	7	0	0	42	0	0	0	0	0	103	0	0	0	0	0	0	0	49	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	21765	0	0	0	0	0	0	0	0	165	0	0
SFSP141	Rhizosphere	Tree	Day_of_Harvest	5	Old_Forest	Non_MPB	Wet	625	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	355	0	0	100	0	0	19	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	5	3	0	26	0	0	0	0	0	0	181	30	8236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	160	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	8745	0	153	0	0	0	0	0	6	0	0	84	0	0	0	0	0	76	0	0	0	0	0	0	0	62	0	279	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	21756	0	0	0	0	0	0	0	0	9	0	0
SFSP142	Rhizosphere	Tree	Day_of_Harvest	6	Old_Forest	Non_MPB	Wet	249	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7025	0	0	80	0	0	57	0	0	11	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	104	8	0	0	0	0	0	2	0	0	0	0	0	26	0	12	0	0	0	0	0	0	8	0	25	0	0	0	0	0	15	163	0	8069	0	0	0	0	0	0	0	0	0	10	0	0	0	0	18	0	0	37	0	30	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	2	0	7845	0	176	0	0	0	0	0	0	0	0	112	0	0	0	0	0	80	0	0	0	0	0	0	0	167	0	349	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21926	0	0	0	0	0	0	0	0	14	0	0
SFSP143	Rhizosphere	Tree	Day_of_Harvest	7	Old_Forest	Non_MPB	Wet	775	0	0	0	0	0	0	0	0	1660	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	314	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	19	0	0	0	0	0	0	11	0	0	0	0	0	0	0	125	268	24	4270	0	3	0	0	9	0	0	0	0	0	0	0	0	0	5	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	15	38	0	0	0	7	0	3859	0	111	0	0	0	0	3	0	0	4	100	0	0	0	0	0	185	0	0	0	0	0	0	0	9	0	214	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	8	16023	0	0	0	0	0	0	0	0	7	0	0
SFSP144	Rhizosphere	Tree	Day_of_Harvest	13	Old_Forest	Non_MPB	Wet	581	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	257	0	0	154	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	23	0	0	0	0	0	0	0	0	198	0	0	0	0	0	35	727	0	4414	0	0	0	0	0	0	0	0	0	268	0	0	0	0	18	0	0	228	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	79	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	6992	0	637	0	0	0	0	0	0	0	0	136	0	5	0	0	0	158	0	0	0	0	0	0	0	0	0	1687	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	6	0	0	0	22	33277	0	2	0	0	0	0	0	0	738	0	0
SFSP145	Rhizosphere	Tree	Day_of_Harvest	22	Old_Forest	Non_MPB	Wet	598	0	0	0	0	0	0	0	0	520	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	15	0	0	282	0	6	63	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	2	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	33	0	3	0	0	0	0	12	0	15	0	0	0	0	0	7	316	16	11907	0	0	0	0	3	0	0	0	0	0	0	0	0	0	21	0	0	905	0	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	19	40	11	0	0	8	0	8673	0	873	0	0	0	0	0	11	0	4	64	0	0	0	0	0	277	0	0	0	0	0	0	0	10	0	865	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	11	0	3	0	0	0	0	0	0	0	0	0	0	10	0	0	0	14	35483	0	0	0	0	0	0	0	0	32	0	0
SFSP146	Rhizosphere	Tree	Day_of_Harvest	26	Old_Forest	Non_MPB	Wet	698	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	155	0	0	225	0	0	14	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	31	0	0	0	0	0	28	13	0	20	0	5	0	0	0	0	213	18	9592	0	11	0	0	0	0	2	0	0	0	0	0	0	0	15	0	0	53	0	17	12	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	3	0	7764	0	285	0	0	0	0	0	6	0	0	31	0	3	0	0	0	110	0	0	0	0	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	25	17470	0	0	0	0	16	0	0	0	2270	0	0
SFSP147	Rhizosphere	Tree	Day_of_Harvest	27	Old_Forest	Non_MPB	Wet	856	0	0	0	5	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	468	0	0	604	0	0	39	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	128	0	0	0	0	0	24	0	5	0	0	0	0	0	0	0	0	0	0	1998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	18	0	0	0	0	0	0	18	0	22	0	0	0	0	0	10	662	2655	10890	0	0	0	0	0	0	0	0	0	24	0	0	0	0	23	0	8	93	0	12	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	81	0	0	0	0	0	6276	0	622	0	0	0	0	0	17	0	40	407	0	0	0	0	0	240	0	0	0	0	0	0	0	7	0	889	0	0	0	0	0	0	0	0	0	0	4	84	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	29549	0	0	4	0	0	0	0	0	644	0	0
SFSP156	Rhizosphere	Tree	Day_of_Harvest	3	2ndPostMPB	MPB	Wet	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	22	0	2	0	0	0	0	0	0	608	0	4	20	0	0	29	4	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	14	0	0	0	0	0	31	5	0	185	0	3	0	0	0	67	785	3354	5830	0	0	3	0	0	0	0	0	0	0	0	0	0	0	36	0	0	18	0	0	130	0	0	0	0	0	0	0	0	16	0	0	43	0	0	0	0	380	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1852	0	54	0	0	0	0	0	19	0	0	403	0	0	40	0	2	683	0	0	0	0	0	0	0	5	0	4530	0	0	0	0	0	2	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	48420	0	0	0	0	0	0	0	0	585	0	0
SFSP157	Rhizosphere	Tree	Day_of_Harvest	4	2ndPostMPB	MPB	Wet	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	27	0	0	0	0	0	0	0	0	989	0	11	28	0	0	24	0	17	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	26	53	0	127	0	51	0	0	0	70	607	631	5493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	17	0	10	81	0	0	0	0	0	0	0	0	8	0	2	66	0	0	0	0	557	0	0	0	1556	0	3	0	0	0	0	2	0	0	0	0	0	0	0	9	0	0	0	0	0	1717	0	69	0	0	0	0	0	110	0	0	557	0	0	95	0	0	556	0	8	0	0	0	0	0	7	0	3108	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	13	19835	0	2	0	0	0	11	0	0	1311	0	0
SFSP158	Rhizosphere	Tree	Day_of_Harvest	5	2ndPostMPB	MPB	Wet	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	19	0	0	0	0	0	0	0	0	196	0	0	15	0	5	10476	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	33	0	25	0	0	0	0	0	0	0	0	23	0	4	0	0	0	537	282	767	3277	0	15	20	0	0	0	0	0	0	0	0	0	0	0	35	0	0	285	0	20	13	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	8	238	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	589	0	446	0	0	0	0	0	6	0	18	7	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	1949	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	19543	0	0	0	0	0	0	0	0	113	0	0
SFSP159	Rhizosphere	Tree	Day_of_Harvest	9	2ndPostMPB	MPB	Wet	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	523	0	0	30	0	0	33	49	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	12	0	0	0	0	0	34	19	0	85	0	0	0	0	0	172	463	1861	9870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	36	0	37	290	0	0	0	0	0	0	0	0	3	0	0	122	0	0	0	0	242	0	9	0	1659	0	0	0	0	0	0	2	0	0	0	0	0	0	0	10	0	0	0	0	0	1182	0	432	0	0	0	0	0	0	0	0	487	0	0	14	0	0	438	0	14	0	0	0	0	0	93	0	5824	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	35503	0	0	0	0	0	0	0	0	20	0	0
SFSP160	Rhizosphere	Tree	Day_of_Harvest	17	2ndPostMPB	MPB	Wet	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	729	0	8	14	0	0	27	24	16	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	11	0	0	0	0	0	9	0	0	167	0	18	0	0	0	205	719	1200	6571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	21	10	0	98	122	0	0	0	0	0	0	0	0	8	0	0	131	0	0	0	0	302	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1705	0	208	0	0	0	0	0	4	0	0	380	0	0	31	0	0	414	0	8	0	0	0	0	0	724	0	2801	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	54344	0	0	0	0	0	0	0	0	246	0	0
