Sample	Sample_Type	Tree	Time_Point	Replicate	Treatment_LandUseHistory	MPB_Impacted	Treatment_Moisture	Acephala_sp	Agaricus_agrinferus	Agaricus_arvensis	Agaricus_zhangyensis	Alternaria_ellipsoidea	Alternaria_multirostrata	Alternaria_nepalensis	Amanita_pseudopantherina	Antrodiella_faginea	Apiotrichum_sporotrichoides	Apseudocercosporella_trigonotidis	Ascochyta_medicaginicola_var._macrospora	Aspergillus_sigurros	Aureobasidium_castaneae	Auricularia_subglabra	Auricularia_submesenterica	Barrenia_panici	Basidioascus_undulatus	Beauveria_varroae	Bergerella_atrofusca	Bovista_cretacea	Cadophora_domestica	Calonarius_caesiocinctus	Calvatia_fragilis	Candida_orthopsilosis	Candida_pseudoglaebosa	Candolleomyces_cacao	Ceratobasidiaceae_sp	Chaetomium_cervicicola	Chaetospermum_sp	Chalara_recta	Chroogomphus_pakistanicus	Chrysozyma_pseudogriseoflava	Cladophialophora_humicola	Cladosporium_aphidis	Clarireedia_paspali	Clitopilus_brunneiceps	Clonostachys_divergens	Coleophoma_camelliae	Coniochaeta_vineae	Coprinellus_sclerocystidiosus	Coprinopsis_marcescibilis	Cortinarius_albidipes	Cortinarius_alboadustus	Cortinarius_brunneoaffinis	Cortinarius_cepistipes	Cortinarius_clarisordidus	Cortinarius_collangustus	Cortinarius_deceptivissimus	Cortinarius_decipiens	Cortinarius_kauffmanianus	Cortinarius_majorinus	Cortinarius_miwok	Cortinarius_mucosus	Cortinarius_parvannulatus	Cortinarius_paululus	Cortinarius_subcarneinatus	Cortinarius_turgidipes	Cristulariella_depraedans	Curvularia_siddiquii	Cutaneotrichosporon_dermatis	Cyphellophora_eucalypti	Cyphellophora_vermispora	Cystobasidium_raffinophilum	Cystobasidium_terricola	Darksidea_zeta	Debaryomyces_robertsiae	Didymosphaeria_variabile	Diversispora_spurca	Dothiora_europaea	Emericellopsis_glabra	Entoloma_aurorae-borealis	Entoloma_fuscohebes	Entoloma_tibiicystidiatum	Entomocorticium_portiae	Epicoccum_thailandicum	Erysiphe_polygoni	Filobasidium_magnum	Filobasidium_oeirense	Fonsecaea_nubica	Fontanospora_fusiramosa	Funneliformis_caledonium	Furcasterigmium_furcatum	Fusarium_algeriense	Fusarium_brevicatenulatum	Fusarium_croci	Fusarium_nelsonii	Gaeumannomyces_hyphopodioides	Ganoderma_carocalcareum	Gliomastix_roseogrisea	Gloeopycnis_protuberans	Gymnopilus_aurantiophyllus	Gyoerffyella_sp	Hanseniaspora_nectarophila	Harzia_acremonioides	Hebeloma_erebium	Hebeloma_pungens	Helotiales_sp	Humicola_zollerniae	Hyaloscyphaceae_sp	Hydnum_pallidomarginatum	Hydnum_subolympicum	Hygrophorus_fuscoalboides	Hypoderma_siculum	Ilyonectria_mors-panacis	Inocybe_purpureobadia	Inocybe_silvae-herbaceae	Juncaceicola_padellana	Knufia_tsunedae	Laccaria_fagacicola	Lachnum_impudicum	Lactarius_aurantiacopallens	Lactarius_miniatosporus	Lentithecium_pseudoclioninum	Leohumicola_atra	Leucosporidium_escuderoi	Linnemannia_amoeboidea	Linnemannia_camargensis	Lophiostoma_rosae	Lycoperdon_echinatum	Lycoperdon_ericaeum	Lycoperdon_nigrescens	Lyophyllum_shimeji	Macroconia_bulbipes	Mallocybe_sp	Mariannaea_camptospora	Megalocystidium_perticatum	Metapochonia_hahajimaensis	Microbotryum_violaceum	Microdochium_lycopodinum	Minimelanolocus_clavatus	Morchella_tasmanica	Mortierella_alliacea	Mortierella_fluviae	Mortierella_wuyishanensis	Mrakia_niccombsii	Mycena_megaspora	Mycodidymella_aesculi	Naganishia_bhutanensis	Naganishia_diffluens	Naganishia_vishniacii	Neoantrodia_infirma	Neoantrodia_serialis	Neoascochyta_tardicrescens	Neocucurbitaria_aetnensis	Neocucurbitaria_rhamnioides	Neodidymelliopsis_negundinis	Neofabraea_salicina	Neophaeomoniella_constricta	Nodulosphaeria_thalictri	Oculimacula_yallundae	Odontia_sp	Panaeolina_foenisecii	Papiliotrema_nemorosa	Parabartalinia_lateralis	Paraboeremia_selaginellae	Paraleptosphaeria_nitschkei	Paraphaeosphaeria_neglecta	Paraphoma_ledniceana	Paraphoma_pye	Penicillium_alutaceum	Penicillium_coprobium	Penicillium_janczewskii	Penicillium_madriti	Penicillium_oregonense	Penicillium_vasconiae	Peziza_montirivicola	Phenoliferia_psychrophenolica	Phialocephala_amethystea	Phialocephala_helenae	Phlebia_rufa	Phlebiopsis_sp	Phlegmacium_subfoetens	Piloderma_bicolor	Piloderma_lanatum	Piloderma_sp	Plectosphaerella_melonis	Pluteus_kovalenkoi	Polyozellus_mariae	Psathyrella_carinthiaca	Pseudeurotium_desertorum	Pseudofusicoccum_olivaceum	Pseudogymnoascus_roseus	Pseudopezicula_betulae	Pseudosperma_emberizanum	Pseudoteratosphaeria_perpendicularis	Pyrenochaetopsis_kuksensis	Rhizopogon_ellenae	Rhizopogon_sp	Rhodosporidiobolus_azoricus	Rhodotorula_dairenensis	Rhodotorula_kratochvilovae	Rickenella_indica	Russula_cremicolor	Russula_indocatillus	Russula_pseudotsugarum	Sarcodon_lidongensis	Satchmopsis_metrosideri	Sclerostagonospora_cycadis	Sebacina_sp	Selenophoma_mahoniae	Septoriella_hibernica	Septoriella_oudemansii	Serendipita_sp	Serendipita_vermifera	Serendipitaceae_sp	Simplicillium_lanosoniveum	Solicoccozyma_aeria	Stagonospora_forlicesenensis	Strobilurus_conigenoides	Strobilurus_pachycystidiatus	Subulicystidium_perlongisporum	Suillus_luteus	Symmetrospora_proteacearum	Talaromyces_oumae-annae	Thaxterogaster_argyrionus	Thaxterogaster_rhipiduranus	Thelephora_atra	Thelephora_caryophyllea	Thelephora_sp	Thelephoraceae_sp	Thelonectria_blackeriella	Thyronectria_coryli	Tolypocladium_geodes	Tomentella_lammiensis	Tomentella_sp	Tomentellopsis_echinospora	Tomentellopsis_sp	Torula_lancangjiangensis	Trichocladium_antarcticum	Trichoderma_atlanticum	Trichoderma_austrokoningii	Trichoderma_ochroleucum	Trichoderma_sinense	Tricholoma_badicephalum	Tricholoma_bonii	Tricholoma_olivaceum	Tricholoma_populinum	Tricladium_marylandicum	Tubaria_similis	Umbelopsis_angularis	Unknown	Vacuiphoma_bulgarica	Venturia_albae	Venturia_catenospora	Venturia_mandshurica	Venturia_saliciperda	Verticillium_albo-atrum	Vishniacozyma_psychrotolerans	Vuilleminia_alni	Wilcoxina_rehmii	Xenodidymella_camporesii	Xenopenidiella_nigrescens
SFSP161	Rhizosphere	Tree	Day_of_Harvest	18	2ndPostMPB	MPB	Wet	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	66	0	2	0	0	0	0	0	0	775	0	6	21	0	0	23	10	68	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	30	0	0	0	0	0	40	79	0	133	0	52	0	0	0	150	897	1134	8970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	29	9	0	11	42	0	0	0	0	0	0	0	0	11	0	0	68	0	0	0	5	324	0	0	0	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	2459	0	495	0	0	0	0	0	19	0	0	842	0	0	361	0	2	657	0	32	0	0	0	0	0	13	0	4663	0	0	0	0	0	0	0	0	0	4	0	77	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	8	28263	0	0	0	0	0	0	0	0	2467	0	0
SFSP162	Rhizosphere	Tree	Day_of_Harvest	25	2ndPostMPB	MPB	Wet	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	430	0	8	17	0	0	34	8	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	35	57	0	177	0	44	0	0	0	51	524	1468	6172	0	0	2	0	0	0	0	0	0	0	0	0	0	0	79	0	2565	12	0	25	27	0	0	0	0	0	0	0	0	6	0	0	89	0	0	0	0	200	0	0	0	38	0	6	0	0	0	0	2	0	0	0	0	0	0	0	38	0	0	0	0	0	1996	0	45	0	0	0	0	0	0	0	0	445	60	0	114	0	0	715	0	13	0	0	0	0	0	0	0	3263	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	14953	0	5	0	0	0	0	0	0	1327	0	0
SFSP163	Rhizosphere	Tree	Day_of_Harvest	26	2ndPostMPB	MPB	Wet	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	213	0	0	0	0	0	101	0	0	391	0	0	69	0	3	589	7	13	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	23	0	0	0	0	0	27	85	0	318	0	81	0	0	0	179	601	509	7248	0	0	0	0	4	0	0	0	0	0	0	0	0	0	94	0	0	8	0	84	179	0	0	0	0	0	0	0	0	10	0	12	109	0	0	0	0	379	0	0	0	626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	3656	0	498	0	0	0	0	0	13	0	0	423	0	0	302	0	0	629	0	63	0	0	0	0	0	5	0	8314	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	21285	0	0	0	0	0	8	0	0	797	0	0
SFSP164	Rhizosphere	Tree	Day_of_Harvest	9	Recent_Cut	MPB	Wet	246	0	0	0	0	0	0	0	0	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	26	28	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	7	0	0	0	6	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	12	0	7	0	0	0	0	0	14	510	176	8668	0	0	2	0	5	0	0	0	0	0	0	0	0	0	25	0	8	2034	0	41	62	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	461	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	38	0	0	0	0	523	0	135	0	0	0	0	0	0	0	0	20	0	0	0	0	0	37	0	0	0	0	0	0	4	0	0	472	0	54	0	0	0	0	0	0	0	0	0	2514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13329	0	0	0	0	0	0	0	0	19	0	0
SFSP165	Rhizosphere	Tree	Day_of_Harvest	15	Recent_Cut	MPB	Wet	208	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12028	0	0	184	0	0	19	0	0	24	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	19	0	39	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	397	3233	7056	0	0	2	0	2	0	0	0	0	0	0	0	0	0	28	0	0	1188	0	58	20	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	407	0	224	0	0	0	0	0	0	0	0	8	0	0	4	0	0	73	0	0	0	0	0	0	0	0	0	385	0	16	0	0	0	0	0	0	0	0	0	1646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10099	0	0	0	0	0	0	0	0	18	0	0
SFSP166	Rhizosphere	Tree	Day_of_Harvest	16	Recent_Cut	MPB	Wet	155	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	251	0	5	0	0	0	11681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	13	0	4	0	0	0	0	0	0	0	0	279	127	6868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	6	285	0	2	23	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	210	0	71	0	0	0	0	0	5	0	11	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0	0	0	0	4027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	7690	0	0	0	0	0	5	0	0	0	0	0
SFSP167	Rhizosphere	Tree	Day_of_Harvest	17	Recent_Cut	MPB	Wet	123	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	0	10	29	0	0	11507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	219	0	0	0	0	0	4	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	30	0	0	0	0	65	0	2	0	5	0	0	0	0	0	7	547	176	8264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1168	0	10	9	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	459	0	541	0	0	0	0	0	7	0	0	12	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	624	0	29	0	0	0	0	0	0	0	0	0	3120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	16366	0	0	0	0	0	0	0	0	15	0	0
SFSP168	Rhizosphere	Tree	Day_of_Harvest	20	Recent_Cut	MPB	Wet	301	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15679	0	0	623	0	4	27	0	0	28	0	9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	13	0	66	0	0	0	0	14	0	8	0	17	0	0	0	0	0	32	1867	118	10794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	625	0	139	310	0	0	0	0	0	0	0	0	5	0	0	100	0	0	0	0	1619	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	8	0	0	26	0	0	5	0	843	0	314	0	0	0	0	0	0	0	5	4	23	0	0	0	0	64	0	0	0	0	0	0	0	0	0	1006	0	26	0	0	0	0	0	0	0	0	0	3277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	24	23497	0	0	0	0	0	0	0	0	100	0	0
SFSP169	Rhizosphere	Tree	Day_of_Harvest	22	Recent_Cut	MPB	Wet	334	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	9	0	0	347	0	0	20	0	0	24294	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	20	0	18	0	8	0	13	0	0	0	0	388	100	12091	0	7	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	4046	0	52	93	0	18	0	0	0	0	0	0	4	0	0	38	0	0	0	0	183	0	0	0	9	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	477	0	255	0	0	0	0	0	6	0	9	7	0	0	0	0	2	41	0	0	0	0	0	0	0	0	0	705	0	7	0	0	0	0	0	0	0	0	0	64	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	20922	0	0	0	0	0	0	0	0	25	0	0
SFSP170	Rhizosphere	Tree	Day_of_Harvest	26	Recent_Cut	MPB	Wet	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	410	0	4	52	0	0	10518	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	66	0	0	0	0	0	0	16	0	9	0	13	0	0	0	0	834	83	12131	0	3	0	0	4	0	0	0	0	0	0	0	0	0	9	0	2	404	2	36	37	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	184	0	0	0	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	5	0	0	299	0	74	0	0	0	0	0	4	0	18	31	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	483	0	23	0	0	6	0	0	0	0	0	0	4181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	19312	0	0	0	0	0	0	0	0	16	0	0
SFSP171	Rhizosphere	Tree	Day_of_Harvest	27	Recent_Cut	MPB	Wet	287	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	584	0	0	4	0	0	363	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	20	0	26	0	5	0	0	0	0	0	3	835	93	11696	0	0	8	0	0	0	0	0	0	0	0	0	0	0	17	0	0	178	0	43	14	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	251	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	470	0	110	0	0	0	0	0	10	0	0	17	0	0	0	0	0	141	0	0	0	0	0	0	0	10	0	632	0	47	0	0	0	0	0	0	0	0	0	5145	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	13466	0	0	0	0	0	0	0	0	9	0	0
SFSP84	Rhizosphere	Tree	Day_of_Harvest	1	2ndPreMPB	Non_MPB	Wet	122	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	166	0	29	139	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	8	0	71	4	7	0	0	0	0	911	65	8895	0	0	0	0	2	0	0	0	0	0	0	0	0	0	10	0	0	63	0	49	57	0	0	0	0	0	0	0	0	13	0	0	10	0	0	0	0	0	0	0	0	1399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	542	0	132	0	0	0	0	0	6	0	0	35	0	0	0	0	0	2412	0	0	0	0	0	0	0	396	0	1603	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	34328	0	0	0	0	0	0	0	0	12	0	0
SFSP85	Rhizosphere	Tree	Day_of_Harvest	6	2ndPreMPB	Non_MPB	Wet	124	0	0	0	0	0	0	0	0	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	54	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	9	0	46	0	40	0	0	0	0	626	27	4497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	92	73	0	0	0	0	0	0	0	0	8	0	0	8	0	0	0	0	0	0	0	0	9651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	270	0	84	0	0	0	0	0	8	0	9	13	0	0	0	0	0	1375	0	0	0	0	0	0	0	1817	0	2480	0	0	0	0	0	0	0	0	0	0	0	695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24281	0	0	0	0	0	0	0	0	51	0	0
SFSP86	Rhizosphere	Tree	Day_of_Harvest	7	2ndPreMPB	Non_MPB	Wet	543	0	0	0	0	0	0	0	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	178	0	66	109	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	52	0	0	0	0	0	0	41	0	62	4	14	0	0	0	0	3454	73	7191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	59	0	18	8	0	0	0	0	0	0	0	0	24	0	0	472	0	0	0	0	11	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	13	0	0	2	0	1250	0	26	0	0	0	0	0	14	0	0	51	0	0	0	0	0	2490	0	0	0	0	0	0	0	992	0	1171	0	0	0	0	0	0	0	0	0	0	0	3281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	27920	0	0	0	0	0	0	0	0	133	0	0
SFSP87	Rhizosphere	Tree	Day_of_Harvest	13	2ndPreMPB	Non_MPB	Wet	316	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	338	0	29	557	0	0	27	0	21	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	35	0	0	0	0	0	0	87	0	125	0	0	0	0	0	34	1951	37	17497	0	0	3	0	0	0	0	0	0	0	0	0	0	0	11	0	21	75	0	50	84	0	0	0	0	0	0	0	0	52	0	0	76	0	0	0	0	15	0	0	0	9741	0	8	0	0	0	0	0	0	0	0	0	0	0	0	14	8	0	0	3	0	1304	0	159	0	0	0	0	0	15	0	0	26	0	0	0	0	0	2010	0	0	0	0	0	0	0	4353	0	3320	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	24280	0	0	0	0	0	0	0	0	123	0	0
SFSP88	Rhizosphere	Tree	Day_of_Harvest	17	2ndPreMPB	Non_MPB	Wet	635	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	237	0	6	90	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	63	0	0	0	0	0	0	15	0	82	0	131	0	0	0	20	2438	22	15982	0	0	2	3	0	0	0	0	0	0	0	0	0	0	4	0	0	30	0	47	26	0	0	0	0	0	0	0	0	35	0	0	90	0	0	0	0	7	0	0	0	3630	0	17	0	0	0	0	0	0	0	0	0	0	0	0	12	20	0	9	0	0	502	0	63	0	0	0	0	0	125	0	0	73	0	0	0	0	0	2743	0	0	0	0	0	0	0	1744	0	1888	0	0	0	0	0	0	0	0	0	0	0	3538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	54230	0	0	0	0	0	0	0	0	61	0	0
SFSP89	Rhizosphere	Tree	Day_of_Harvest	22	2ndPreMPB	Non_MPB	Wet	229	0	0	0	0	0	0	0	0	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	30	29	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	18	0	0	0	0	0	0	11	0	33	0	6	0	0	0	12	1110	77	9145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	30	0	8	32	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	24	0	0	0	0	426	0	77	0	0	0	0	0	22	0	0	33	0	0	0	0	0	1125	0	0	0	0	0	0	0	851	0	1136	0	0	0	0	6	0	0	0	0	0	0	53	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	30448	0	0	0	0	0	0	0	0	66	0	0
SFSP90	Rhizosphere	Tree	Day_of_Harvest	24	2ndPreMPB	Non_MPB	Wet	232	0	0	0	0	0	0	0	0	1286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	32	133	0	0	12	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	24	0	0	0	0	0	0	19	0	86	4	0	0	0	0	19	1150	35	6897	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	254	0	72	17	0	0	0	0	0	0	0	0	14	0	0	68	0	0	0	0	0	0	0	0	4904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	1436	0	20	0	0	0	0	0	3	0	0	13	0	0	0	0	0	1592	0	0	0	0	0	0	0	3237	0	832	0	0	0	0	0	0	0	0	0	0	0	1234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	19210	0	0	0	0	0	0	0	0	28	0	0
SFSP91	Rhizosphere	Tree	Day_of_Harvest	28	2ndPreMPB	Non_MPB	Wet	220	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	85	0	83	124	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	30	0	33	0	0	0	0	0	0	50	0	61	12	31	0	0	0	2	1292	51	9727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	124	0	19	5	0	0	0	0	0	0	0	0	26	0	0	23	0	0	0	0	0	0	0	0	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	533	0	35	0	0	0	0	0	0	0	0	24	0	0	0	0	0	1266	0	0	0	0	0	0	0	1691	0	1120	0	0	0	0	0	0	0	0	0	0	0	1697	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	17	18288	0	0	0	0	0	0	0	0	84	0	0
