Feature ID	Taxonomy
40fd4b2376a7951d4b4b8402f2f37da7	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Clitopilus;s__Clitopilus_brunneiceps;sh__SH2015034.09FU
70dae8e20c4844ca6369b73e81c3b778	k__Fungi;p__Ascomycota
e3905caaa65a4a8ccf563a8f79e241ff	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae
a150eb86052cbb63f3408be16b1a8d84	k__Fungi
231c67d6feca1a0d5e5343e3765bfd3b	k__Fungi;p__Ascomycota
2ff5844863e83a6127f21a3b32d827b7	k__Fungi
6993b844432aa1e5124b02b7e6b0f057	k__Fungi
0cba9b5196e4a5bcd732464ff3548534	k__Fungi
1439ece8103baad35851bd8c1b012022	k__Fungi;p__Basidiomycota;c__Geminibasidiomycetes;o__Geminibasidiales;f__Geminibasidiaceae;g__Basidioascus;s__Basidioascus_undulatus;sh__SH2045060.09FU
aa83428000419dad70332f2a6853726c	k__Fungi
a64957fce3a9c8192bb1298fe22855c7	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
3b209fe6a3e8914c6f1803f5af2e1e17	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Linnemannia;s__Linnemannia_camargensis;sh__SH1366784.09FU
3347cedf4c086754f61add9ba6b5aede	k__Fungi;p__Ascomycota
275abe39aa9e11503267b4c401d900dc	k__Fungi
776b435647b6c90f2a9ec5b41965387c	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Chalara;s__Chalara_recta;sh__SH1513070.09FU
e82dfc424737ae61142b45464ffc69ad	k__Fungi
2e6811d9b497272fde58ac29a1b5ff22	k__Fungi
8daa25681d78747278f76d9c5cb08e29	k__Fungi;p__Ascomycota;c__Eurotiomycetes
c9afed426aa71bdfb88ac15488204a58	k__Fungi;p__Ascomycota
53756af9258565b0b9aae2504082a119	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria;s__Paraphaeosphaeria_neglecta;sh__SH1677662.09FU
0795c624b0a52711be5a4a99510853fd	k__Fungi
a60cb1b2d26e535e2fdcb99cfcb315c6	k__Fungi;p__Ascomycota
b1b8f2bc161168641cc67aa2019e133b	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Chrysozymaceae;g__Chrysozyma;s__Chrysozyma_pseudogriseoflava;sh__SH1843221.09FU
2964b737e6f0abdd4757dcb075479087	k__Fungi;p__Basidiomycota;c__Agaricomycetes
760cebf568ad47fa53fe13aedd345459	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
4fdfe88603d4330c4451c3a4cf440a52	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Vacuiphoma;s__Vacuiphoma_bulgarica;sh__SH1531712.09FU
83ddafca251ba79415987c65d381c120	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiaceae;g__Cystobasidium
9280f4ccb51a9efacbfa0e6abadcbd9e	k__Fungi
0ab40ad69f9e8c6ea8d77ffde693eb42	k__Fungi
8e00e7f0d5330e0d6686ca6a7a7a2baf	k__Fungi
d565fd5800f1c42cbf50bc6eb619c663	k__Fungi
c7f9227eb0324ced85d2e7c3cd2c540b	k__Fungi
3966d3aef1ff43d88a279597e03e42b5	k__Fungi;p__Basidiomycota
c53ef2b8fb97004d1b653bb5167f5008	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Leohumicola;s__Leohumicola_atra;sh__SH1526571.09FU
404ee9ab7e53cba87ed32c1641177147	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Leohumicola;s__Leohumicola_atra;sh__SH1526571.09FU
fe20fed71b5a477c352113af48931d67	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiales;f__Cochlearomycetaceae;g__Satchmopsis;s__Satchmopsis_metrosideri;sh__SH1513315.09FU
028003b4c829bca2c519412c80ca78ad	k__Fungi
e84270159ce995a4216a68d3e1fe5094	k__Fungi;p__Basidiomycota;c__Agaricomycetes
90e5c4649db71a1b601d400976cec2d9	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Leohumicola;s__Leohumicola_atra;sh__SH1526571.09FU
23ab8a3887b20c1b4fe8db967e3daa5f	k__Fungi
28305ed1b36a5bbfd6784e5d03c9041d	k__Fungi;p__Ascomycota
6fa28de86b987b167581bf9460a1e0ff	k__Fungi;p__Ascomycota
71c1cfe23be0babcb5488a7768e725fe	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Coniochaeta;s__Coniochaeta_vineae;sh__SH1386328.09FU
5297cbacebdf36c1c4c4cc46aac8e379	k__Fungi;p__Basidiomycota
e10cf35570d9191037169a2fd4ff7e3e	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
67e3263bb3e0a81020497d52d789fe26	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
dbcd8ef2ebcf982ded822f1b4c04de82	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pseudodidymellaceae;g__Mycodidymella;s__Mycodidymella_aesculi;sh__SH1532551.09FU
e31326540863a155b5991d1d1fda3a80	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
704492c4f49195037fef95145c7da7e7	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pseudodidymellaceae;g__Mycodidymella;s__Mycodidymella_aesculi;sh__SH1532551.09FU
00e851d4f17c0feca2d38a83c8f51d05	k__Fungi;p__Ascomycota
8c48469814ca5f438b280824f54e8301	k__Fungi;p__Ascomycota
383db85d8f7ea208959c10734551c028	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lyophyllaceae;g__Lyophyllum;s__Lyophyllum_shimeji;sh__SH1804900.09FU
2534ff05e8510b425e34b3949db1bb3b	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Lachnum;s__Lachnum_impudicum;sh__SH1527476.09FU
86b5b0f8f245449abf66ba626b1cc6ce	k__Fungi;p__Basidiomycota;c__Agaricomycetes
413d1426674451762b82000413f40dfe	k__Fungi;p__Ascomycota
05ee28b13d7aa7ac754f77ad39ed5328	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae;g__Leucosporidium;s__Leucosporidium_escuderoi;sh__SH2073586.09FU
f7726f00ce620dbfdec40de90be4cff4	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales
a9d09ee02bb10e52756e1d3649812513	k__Fungi;p__Ascomycota
aa2530d94eb9a60ef50a457471ad29cf	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Pilodermataceae;g__Piloderma;s__Piloderma_sp;sh__SH1455779.09FU
e7bce6a2a51ef2f067ca36c102afa0fc	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae
9f4b89710a412299901e97ab96453b00	k__Fungi
b86e5c42c8f6e0f34bff324ac4621255	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__Suillus_luteus;sh__SH1911645.09FU
8e5b2085e018449947b651d4827e9c3e	k__Fungi
04a828d4e37718543b59760d06be7c76	k__Fungi
b6c64eecf4879f5e88df894291f8fb63	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__Cladophialophora_humicola;sh__SH1415840.09FU
f8922052bc56da172421c08a73a9e0ef	k__Fungi;p__Ascomycota;c__Leotiomycetes
aad09ad30d255096ff6d3397faefbfa4	k__Fungi
1e56c61aba12c87bef8fb4ff9e39d1b1	k__Fungi;p__Ascomycota
fe562b5c4916e008c7fa324bb7f4b71d	k__Fungi;p__Ascomycota
b773c31ffd0f2612f3ea761241aac323	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Pilodermataceae;g__Piloderma;s__Piloderma_sp;sh__SH1455779.09FU
c9d1139699c407eee4f1dff303a17fe0	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Leohumicola;s__Leohumicola_atra;sh__SH1526571.09FU
ad753cfe94629d777636999f33ac061f	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae
056a43d00681d75de84800ef84bb8d94	k__Fungi;p__Ascomycota
6dd26793a6f7840c9e4ab66eee88c82c	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Leohumicola;s__Leohumicola_atra;sh__SH1526571.09FU
87f9ad0f339be92eac7751dd66cf7948	k__Fungi;p__Ascomycota
984a9d2d3b76474ae01c98751da94b11	k__Fungi
aea30edce509de2784c64e1c6004f625	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae
f8844564cb647b3398da7644329c9dfc	k__Fungi
4b27033828d65f5e0321f2bba0936ff7	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae
3c163e0eb059f8b9d466b7671719b079	k__Fungi;p__Basidiomycota;c__Agaricomycetes
446977efccfe9099a6b18b489a045a95	k__Fungi
2d3d4992078c6cc71f1a717e5844d86a	k__Fungi
b721db02cf18c5824a3b988a7ee0a9b7	k__Fungi;p__Basidiomycota
3236be0df445744ff0fb903a21f994af	k__Fungi
6273f0b32ec54ebc4efbcdbd7d947930	k__Fungi;p__Basidiomycota;c__Tremellomycetes
aa14e5aba4caa45f9cb3f5259aafd243	k__Fungi
61286b17460001b43b1f67f92234f489	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Knufia;s__Knufia_tsunedae;sh__SH1682696.09FU
1b9cae724187beaea09035b5a2ee1f22	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
bd4d9ac2709d805c8544ab5d4d59bb6d	k__Fungi;p__Ascomycota
bfdbe80b1f95af7e5bb4d512131383ac	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Linnemannia;s__Linnemannia_camargensis;sh__SH1366784.09FU
a37d45f87fd2f95515aafe0048bd6fff	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema
e7773c55f7bf37d88d59c7c3d133ee3b	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Funneliformis
2d1a545871da34b2bac53824f049c43c	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
9a08dba8abf140d77f9b551dc590ec97	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Funneliformis
149a6557aa29968b0ef33583515b6413	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
afcddc1cc18a593502f38a323abe48aa	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Linnemannia;s__Linnemannia_camargensis;sh__SH1366784.09FU
7cc48f59106b9d62acd71e6f166e704b	k__Fungi;p__Glomeromycota;c__Glomeromycetes
4ca4f3ef4e82b81a28a6a21ef5d4ec62	k__Fungi;p__Ascomycota
f580c567066b6643d45c76dd85cf6e60	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Funneliformis
680c9eb62126a03553a7ed2c5ddc1e6c	k__Fungi;p__Basidiomycota;c__Tremellomycetes
1105e6cc69ef70011f82b462273e83ff	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
33754cffd46dce233bdd960247ce29ee	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
a7081072dae63c2b59dd38872e8d4b78	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Chalara;s__Chalara_recta;sh__SH1513070.09FU
7e6c9944e218829218afafde012b48ba	k__Fungi;p__Basidiomycota
5001fdb306277f38702e1ef82264a37a	k__Fungi;p__Ascomycota
4a35def5587203b27940811d63ab1d3b	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Thaxterogaster
6ae6ed221b46006966eb8cf4a8f0cf02	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_alliacea;sh__SH2095953.09FU
06cd1f380f7aebbef02e71c583c2acc8	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
9fd349f8f5d6eddf77e461b13f841564	k__Fungi;p__Ascomycota
6a9ef946371dcec3bf22570db9da8559	k__Fungi;p__Ascomycota
2a3d3d7b675a138f25a93305137cd486	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Linnemannia;s__Linnemannia_camargensis;sh__SH1366784.09FU
73e566604ae441510595611e82b29ea1	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella
26148e5d6b3a11758ca2ab7d7bae0ade	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;g__Cristulariella;s__Cristulariella_depraedans;sh__SH1534995.09FU
30f3b10b20b2f9897b2bcb16806f4e00	k__Fungi
56ea57ba3c9a0d4d9a4c9568ce91038a	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Serendipitaceae;g__Serendipitaceae_gen_Incertae_sedis;s__Serendipitaceae_sp
31f14b65b38f72b0625f569a704f1481	k__Fungi
59589cc68063d4b9e3d8c2e801337891	k__Fungi
a493720e92d1c928df63b47dd50a5bd8	k__Fungi;p__Basidiomycota;c__Agaricomycetes
01f7a6ae43d1993d79f9816f75ce8d76	k__Fungi
98ed545be660bc66ace8abaf3bd8d856	k__Fungi
1619cf6c1164258d46bde925b46591d7	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia;s__Naganishia_bhutanensis;sh__SH1871313.09FU
4f3c573c10c18d47af667543e9d23ccf	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Kriegeriales;f__Kriegeriaceae;g__Phenoliferia;s__Phenoliferia_psychrophenolica;sh__SH1676849.09FU
14a738b8a8f7261aa41521813089e440	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
d5b97c983922afd2d99b13f66230da31	k__Fungi;p__Ascomycota
fc64bfa9094fe462305e9ccca1c81816	k__Fungi
b92bcf2b5b7ae033f07fdb32fdc62f2d	k__Fungi;p__Basidiomycota;c__Tremellomycetes
ce54e8a69a1f17c12783175c56697023	k__Fungi
28b90744a2d4b58b7bd5dd5bcbb65f7c	k__Fungi
9ef9e2ec132fb59a5075b412bf073d0b	k__Fungi;p__Ascomycota
80eb335214c6b12068dcacee1911e810	k__Fungi;p__Basidiomycota;c__Agaricomycetes
25245d9cc058081abe871720603b94df	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Linnemannia;s__Linnemannia_camargensis;sh__SH1366784.09FU
e1f033cc0f253db49e1499651adf5977	k__Fungi
c25c25879e318c397179d551c455cb20	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscyphaceae_gen_Incertae_sedis;s__Hyaloscyphaceae_sp;sh__SH2039423.09FU
9f0b10f8b4790fa1d290ae9883308063	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae
486478dae970d12aa7a48384b0d8f693	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Leohumicola;s__Leohumicola_atra;sh__SH1526571.09FU
754237492b256665eecdfaec8b19fce0	k__Fungi;p__Basidiomycota;c__Agaricomycetes
74d61ef84d74a96b2195e5a4f13579f7	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
52b006b7ab05308ae1a87272e90d0a98	k__Fungi
48e390d9100a73e3482ecc81bc2c6d82	k__Fungi
cd26216dead1fbf9cbba61440bae87f2	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Pilodermataceae;g__Piloderma
64b8f01c80c4f8b6167ffab6f31fd013	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae
7c571eae301f11f49a87a40cc5f1f7ff	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Leohumicola;s__Leohumicola_atra;sh__SH1526571.09FU
89d21ad7e7415bb23d503ed72d7a3851	k__Fungi;p__Ascomycota;c__Leotiomycetes
e10efc9add069aec23d192629d15f228	k__Fungi
7ec2e15f0e3b2e96094087afc2c6a68d	k__Fungi
b6243fc38f46c75b788104e5f9e6ce5c	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lycoperdaceae;g__Lycoperdon
ea36c4d03b5d7f9f38ff14f0113db352	k__Fungi;p__Ascomycota;c__Leotiomycetes
84f8e15a01fbec5ea1ea3b4cb8691340	k__Fungi;p__Ascomycota
3a564fe285cf3b73019e696a413b175b	k__Fungi;p__Basidiomycota;c__Tremellomycetes
25d81d07fef40f4cbd94d8c8cc4c1e07	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Spermospora;s__Spermospora_loliiphila;sh__SH1679041.09FU
57e1ec5d3432474b7d4ca1c64860cb0e	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius
b8fcc7a403d587a6246308aafe138653	k__Fungi;p__Ascomycota
85ab103a76d767af877ef7f4af961bc7	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Paraboeremia;s__Paraboeremia_selaginellae;sh__SH1532013.09FU
9820410376d75c5a28120e6f4af4666f	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Ploettnerulaceae;g__Oculimacula;s__Oculimacula_yallundae;sh__SH1679235.09FU
8f5704befedc81b137fa5b089037e3df	k__Fungi;p__Basidiomycota
69c9a9a0361efb87fa98dbff578d106f	k__Fungi;p__Glomeromycota;c__Glomeromycetes
bd3e74a332dcabf4b0ab056f9ab18556	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_silvae-herbaceae;sh__SH1987025.09FU
03e4ac94f771985d8a2d4bf195ad3c5a	k__Fungi;p__Ascomycota
d28fb41cd677f4c27afdcdaf377f19f6	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Leohumicola;s__Leohumicola_atra;sh__SH1526571.09FU
3c6184360c49723445c3b912eeb2967d	k__Fungi
192c886942f21ef7fef68fb82607164d	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__Cladophialophora_humicola;sh__SH1415840.09FU
6524eef9cd32776158f525e1cb7aec4e	k__Fungi
f3d1a82b68e3e9e074da7837932bab15	k__Fungi
ba0bdaa60fedbc60938d1836158d1200	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Linnemannia;s__Linnemannia_camargensis;sh__SH1366784.09FU
81ec29de1417be03262d4509d1eb486c	k__Fungi
c0b50cc2376299371103ac364a16b090	k__Fungi;p__Ascomycota;c__Leotiomycetes
5fe337e1dd41fb699fa2713ab85911e3	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Coleophoma;s__Coleophoma_camelliae;sh__SH1512308.09FU
e7400ebd12d57eda5b1bafb8b26919e3	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Pseudeurotium;s__Pseudeurotium_desertorum;sh__SH1478243.09FU
0353e3a93e5b49551143a4e34601d173	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae;g__Venturia
5904d8f778bddeabbfaf410f13a1c6a8	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Papiliotrema_nemorosa;sh__SH1485267.09FU
1f02362eb8bdcf8ce2534fe2173b459d	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Chalara;s__Chalara_recta;sh__SH1513070.09FU
da98edf3925f56ad13186311601e8834	k__Fungi
878113b1e69be73f89e7ff026de6e8a4	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Pilodermataceae;g__Piloderma
2876f70a286da289e5cf7b8030e9e9d6	k__Fungi
0b816cd949a7fad6f4772cb0745a2342	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae
ba67440b145ca94b5c98325a055e1dd0	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Funneliformis;s__Funneliformis_caledonium
5112678335794be4d07a1edbf4f789da	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscyphaceae_gen_Incertae_sedis;s__Hyaloscyphaceae_sp;sh__SH2039423.09FU
b96141695a342d71a5df020ad61d93f7	k__Fungi;p__Ascomycota
61f375bf49cc84eed7e6fcd5ecb5223a	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Phanerochaetaceae;g__Phlebiopsis;s__Phlebiopsis_sp;sh__SH1918267.09FU
0100244b23c3963df10fae59b215d018	k__Fungi
b8cac477267dbb4eb4a637ce5e835ce6	k__Fungi;p__Basidiomycota
219407cb36e262a0a9aefe6014163557	k__Fungi;p__Ascomycota
7c48edc54d955f2fc656091c6161d5ad	k__Fungi;p__Ascomycota
ec678e0df7962ddcf1d4b3ab40aa7fbd	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae
11a0e1c1d92e100f8135114bf642555b	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales
320bcb64f181b63409532afc44eb618a	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales
595e21962cd0267f36332c20a4136e7e	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae
3e7e024d0a73576005cf42ee49678da0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
2ea68d6ec60d6a6b64e7dd33011a2fb7	k__Fungi;p__Ascomycota
bdca6bbcc9a4b7d983b31910d9c262ef	k__Fungi;p__Ascomycota
c4712044d974d8e04ee55dd86c251acd	k__Fungi
6097ca4be79597a0d38dca1477cee6b8	k__Fungi;p__Ascomycota
9b22e0c7327a0d5157b8291c67426c0d	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Mollisiaceae;g__Phialocephala
dfc8dd0d464940c3d76b3957648039ee	k__Fungi;p__Ascomycota
334fcd7396e3d09fd4279ff79d81b379	k__Fungi;p__Ascomycota;c__Eurotiomycetes
6ad9867e50eb5af94547cf88ecd7ddec	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Coniochaeta;s__Coniochaeta_vineae;sh__SH1386328.09FU
6cd6a45e5f2ef1464cd5d75a7f9c1d51	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lycoperdaceae;g__Bovista;s__Bovista_cretacea;sh__SH1463776.09FU
49e67d348b058803cc0bdfd6bf6c6cd1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Coleophoma;s__Coleophoma_camelliae;sh__SH1512308.09FU
710fc0033ceec4a3341722562de4fded	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Nodulosphaeria;s__Nodulosphaeria_thalictri;sh__SH1355599.09FU
a43e3513294c6ad0999061c33875e327	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Chalara;s__Chalara_recta;sh__SH1513070.09FU
c7e811be89b82f5fcd447386e68e2b61	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pseudodidymellaceae;g__Mycodidymella;s__Mycodidymella_aesculi;sh__SH1532551.09FU
d28a86da052701e9c022199ed41de2db	k__Fungi;p__Ascomycota
956669379722ee7451308e0a4ad43b08	k__Fungi;p__Basidiomycota;c__Agaricomycetes
f1ca7d9cc156836849be3ccba875a3b7	k__Fungi;p__Ascomycota
e5ab53aad23d55f8e9aafbbf0c65a704	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
a2079edee7a9ea70b2ebae59bdb1f326	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
3b597e3ef012d05c5dd7ceb3b5015d1e	k__Fungi;p__Ascomycota
4453809f18b3c0d74882c77bf5dac370	k__Fungi
6b140a654f6b34215e894c87d7627dcb	k__Fungi;p__Ascomycota
47170df68211768999c8fa6a72e7a98a	k__Fungi
5583271cbfc0e4b15acc5682020d43f8	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__Cladophialophora_humicola;sh__SH1415840.09FU
4e3d5773f858396f45e0c85337018107	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__Cladophialophora_humicola;sh__SH1415840.09FU
b743bcca9dc18181efd5bd4272b6fcc7	k__Fungi;p__Basidiomycota;c__Agaricomycetes
df5c531e7243af26a1d9c48393388826	k__Fungi;p__Ascomycota
27caccae171373db47989a9405540267	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
10aa3060e0d65632eef28facbfd45b13	k__Fungi;p__Ascomycota
6b76802879c6930a56fa4e2a9ea46f20	k__Fungi;p__Basidiomycota
3aa2c5c7e7b8281ef4714faf8584fd8f	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Mollisiaceae;g__Barrenia;s__Barrenia_panici;sh__SH1970426.09FU
ea9e5fdf4f423961e4f932a1a27aa8db	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Paraboeremia;s__Paraboeremia_selaginellae;sh__SH1532013.09FU
cebe7285bf99262503f477be893d041f	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Ilyonectria;s__Ilyonectria_mors-panacis;sh__SH1508018.09FU
cad0592b809db0b9025a37563a6ef3b2	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__Tomentella_sp;sh__SH1816597.09FU
