#TAXONOMY	Kingdom	Phyla	Class	Order	Family	Genus	Species
a93b399edb134008a07e5d43574679ab	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula_kratochvilovae
e656412b45ed4babdd07288f06bb0055	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula_kratochvilovae
94b5adae7bf212b06313a6b429a2af06	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unknown	Unknown	Unknown
325de7dddd43dfa1fecfc8072967cff1	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
5c1bf15c46b5525e7dfe2a4c78c82a44	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unknown	Unknown	Unknown
343e012d9fc46d3f429f9231e12c53f1	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
77029035af431d3d97bc0d222da71e75	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium_desertorum
b343fe474b6db57c31301ecd0d0ff2c9	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unknown	Unknown	Unknown
4835d91a665e229bc2ccbb6f890b95e0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
53e05df0ffa93e41f1b615789d7d7019	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unknown	Unknown
9551234299b8c4bf05a0ecf75d7ccb76	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Unknown
24888aa6d536455853e90afe9e35f88f	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium_desertorum
e82f6067d0142d638f0f3c619eb1fd7f	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
3eb363ae869be04e6fa83f87ef769946	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_amoeboidea
a9f23dfebf0a30b0a69184311a252080	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea_nubica
c1ef0bae9cf38bceec6168031cdf7a4e	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
d681252c561bfd1f6c3549e5e18aad06	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unknown	Unknown	Unknown
1a26160af679eb3e4fb84827e273b221	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma_aeria
c3f7251d40050f2ee643e3c50c54833a	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia_niccombsii
d123ada2b1f6da9e7b5e2146217e2f2a	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unknown	Unknown
fe8899b77c4a49734414ab2d947d5f34	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Unknown	Unknown	Unknown
ed3a28531a4026ba32958544d4ad4c3b	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
641a57182eb6987baad207de4fab03c1	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unknown	Unknown
6a0a6177641f27004741311d221265a3	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Unknown	Unknown	Unknown
ddb06e580e8f7a471dbcc2971cc4fbaa	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
4f8c390de5282fe0ca5832eae812789f	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Minimelanolocus	Minimelanolocus_clavatus
4700cd5b7f9c8a6fec1d768b9acbf74c	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
dc04575c25454551ab3c33f1300b898b	Fungi	Basidiomycota	Tremellomycetes	Unknown	Unknown	Unknown	Unknown
3ece37ef7bf3eb54dca564c75727ab29	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
4357c26c56725937fa994cbcfcbf338b	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia_niccombsii
ace48ad6c3686913ddfddc6e32d76517	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia_niccombsii
55fdf58d00a27cb7c3b53ec6d4db3dc1	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium_desertorum
c256b0d8350268cd123617891f55750f	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia_niccombsii
ca97a5cd470f4dfed6f0cb4ed15dda92	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unknown	Unknown
6a35e2a5936e31bdff04fd1fdf35b933	Fungi	Ascomycota	Leotiomycetes	Unknown	Unknown	Unknown	Unknown
0428e1ef16ac554793d972200a5d32ab	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_fluviae
27e32ca4febed0bd6223e36b1db1217c	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia_niccombsii
3815f98fa4ffde53a3bdcdab265e0d6a	Fungi	Ascomycota	Leotiomycetes	Unknown	Unknown	Unknown	Unknown
201238b0318d275eab372b6e131428fa	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia_niccombsii
d48fd1c2ef8d468491fc94d6a36a3d3b	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia_niccombsii
a9c64536312d7178317ad33a2fc10829	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
43d2ad16563cb5568df725be81ae26ac	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Unknown	Unknown
f804ca25e352be77e3b305f98334254a	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Oculimacula	Oculimacula_yallundae
562ea88aea42ed1615af3f8c6c9b7722	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Leohumicola	Leohumicola_atra
1d8e7f53f238d80a0fdfb1d94c58766c	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Unknown	Unknown
5f6a43b2fd15c1d7aa7f72d9234cdacf	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Unknown	Unknown	Unknown
7c572ea61ab4f4a0fdfc1fd8b4f26edf	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Leohumicola	Leohumicola_atra
e4143ba6b127668ca3bd18cffd7038de	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unknown	Unknown
b22d306d857fad55780feab71a487f7b	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Oculimacula	Oculimacula_yallundae
002cfd1c77739b2512bb9650c7be08f8	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia_niccombsii
3fdb0a2220e81034e990bebdcc8f3ad4	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Unknown	Unknown	Unknown
efe485a7843344476146b3871522cae6	Fungi	Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown
5af8151f0ec17466f109ff3937fa0686	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
ba046ab52776e56043996475d18f3abb	Fungi	Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown
6c69b8cdba26b940dc6d47713d2f59bf	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
6141fb456d52d5ac26b87a2ed3447765	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
adaafc2dde01f7a18bf51578c59b11d9	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Leohumicola	Leohumicola_atra
ac268edf01be1139d9d64b0c6c745324	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unknown	Unknown
951771992d27c1f32750855d4e548883	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia_niccombsii
f2fa106e7ad3665188b21d86443452d9	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Leohumicola	Leohumicola_atra
9f4e131cd6333f07964f7d80958bc072	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Acephala	Acephala_sp
ecc624405cd1f4e8251a834b02163cf4	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unknown	Unknown	Unknown
a06a2c48d5bceb993faf09ba50f74656	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Unknown	Unknown
e4b15ed30d5bc67ba3ca8931801fe95b	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Furcasterigmium	Furcasterigmium_furcatum
9b33d90d4820bac337be39497c6288aa	Fungi	Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown
0ce23447811de500c40279c7aeaf262d	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Leohumicola	Leohumicola_atra
53870e033dc090fb617fa01dd2d09c55	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	Thelephora_sp
24393824d6c2d30d279cc55757f72517	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unknown	Unknown	Unknown
26f898126c3f7ac5e17aed40dfa08d00	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	Plectosphaerella_melonis
44ff0935f56f7c9b295a114a836b7227	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscyphaceae_gen_Incertae_sedis	Hyaloscyphaceae_sp
1fec050f0e83af8afc278ee199e95008	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina_rehmii
097bf46e486f8a25b6c04eff9d2e5ae6	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium_desertorum
89df8066b8bf34e59e977f5cbaae1c73	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	Clitopilus_brunneiceps
b92fb42c647a4694a1996af6c8ddd738	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_sp
753f328fefb3b354762ce5b204692bbb	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
3be7d129fdc412122c6b2e35f5418a52	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipitaceae_gen_Incertae_sedis	Serendipitaceae_sp
d5dc5d254e37d656160923fe44b25c86	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
20be9ea1483183db8e03d568d2d35125	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
a1d8cc24578bd094d7ff04e6972e8ad6	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Cadophora	Cadophora_domestica
5afe6b4c1bd8a8163bd1bfe460bd9350	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_ellipsoidea
a5a64c58e85aff0bf6e2ffa62296da73	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Strobilurus	Strobilurus_conigenoides
4e02d033fe1be45ef3d3297bcc5add43	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	Piloderma_lanatum
ba86ff2d34ef8bf3d80f2c36e7cdfa7d	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metapochonia	Metapochonia_hahajimaensis
3aeacf4e55468c699095c47d385e7d40	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unknown	Unknown	Unknown
4923dda70c5ef3fe70026f2d546ddbf0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_algeriense
ce44b4aa64141d9e818d7e35632d058e	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_algeriense
dd424683e1f75106205d0a3dc1bdf0fc	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
29f2e6530a8bbe077b82a7645e362890	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_algeriense
ca421d5ccdbd77fcad8bb5da7b77a4b8	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Oculimacula	Oculimacula_yallundae
d58b52c1022d5cac6e66afc351028d24	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
378dc9fe3b0918f4f667c79c434dec13	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Chalara	Chalara_recta
4611373fb923edb11fc033dff399930d	Fungi	Ascomycota	Sordariomycetes	Sordariales	Unknown	Unknown	Unknown
5e9b15f2fd77f43be4b4111754667369	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_algeriense
e2b4e37a74edfe977fee3b9db90d985d	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unknown	Unknown	Unknown
693cb1c1dec09e6c5834af9a66ffbd74	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unknown	Unknown	Unknown
27a7475b29754323cab3445ea8edf9db	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
add737bf766c4f06e8b28c3928677815	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	Clitopilus_brunneiceps
7c2fc2b61597abba3b887f23c7051efe	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
d43420b8594190ce766c005b389575fe	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidiaceae_gen_Incertae_sedis	Ceratobasidiaceae_sp
6889ea1bab3449116ab30fa5f3a59c03	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Unknown
e042535c26dc2fd0aaf74a193612c818	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
2cd257f9e538f5412bf27b1a3ecbfb74	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
8f524e39d5bb05030c791991a23ff17e	Fungi	Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown
874873bbe5b2907bc8151727ab76b8dd	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
ae2fc2675d98f209ba08548bcc1a2f1c	Fungi	Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown
51064e6459aba6caa78fdd785cf56033	Fungi	Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown
05cd6c5be19ac77dcbf2d64227cfb80b	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	Paraphoma_pye
84c5138e06bda7903e0f4479e03731be	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Unknown	Unknown	Unknown
0503bdfcab16bbf980fa0a239a4e937d	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturia	Unknown
a5ac04e948de1dc5022854b95bdbed00	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium_desertorum
f2698f73effd4c93420918fd846e6d73	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Coleophoma	Coleophoma_camelliae
3b258971725e2e74466ccc9461524d86	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
1320b6192f4fe81c01c79d11850c7a14	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unknown	Unknown	Unknown
b38d562ac59b12b14059bb83b5a1edd9	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea_nubica
187a2054633141077b0a3f0a3bec1ac6	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Oculimacula	Oculimacula_yallundae
f6e005d824ddaa37ac363d9cca086f41	Fungi	Ascomycota	Leotiomycetes	Leotiales	Cochlearomycetaceae	Satchmopsis	Satchmopsis_metrosideri
512a5c9d656d906a652b0815599ff372	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
80dc202de67dcb9098fe87b838b1c7fb	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Helotiales_gen_Incertae_sedis	Helotiales_sp
cfe0aa8a824661ccce4e2e5a82b4c2ba	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unknown	Unknown	Unknown
c8cafdedeccc79c7cbe7375a0893927a	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina_rehmii
2d7d8a1a3f62bf1d053748c805d1942a	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Polyozellus	Polyozellus_mariae
1741c2ceaa30206caede62983b6e8662	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Acephala	Acephala_sp
fc40635fbf4f8754d0b48c6910a667f7	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
b5a7d962b712fbcfe9f225c3065b3e47	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
5d353a4557137fce40c39728431c1cef	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
f44f8330cb62cf4c200bbef1a3a268b5	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
022174a033135c0a2eb6b8acd2ff36b8	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Basidioascus	Basidioascus_undulatus
fa0104c09da23adb4f10cdd1ed06927d	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unknown	Unknown	Unknown
f42b7b1b0723deeb800d54d1ded1070e	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
ddfedcf274f2e3429507f6b82259cc35	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Lachnum	Lachnum_impudicum
a324975c23af0cfe33fb1a3ab0cddb84	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
94712b7f5cb5582bd16271f54b753b8e	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula_kratochvilovae
25e8445e4fbcae67858b770075eb8c3d	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Unknown	Unknown	Unknown
f1e775f44376c567263efa3987ccfb89	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unknown	Unknown	Unknown
795b0f4b920d9c304f6e085d8fe979d3	Fungi	Ascomycota	Leotiomycetes	Leotiales	Cochlearomycetaceae	Satchmopsis	Satchmopsis_metrosideri
4caf8e2bffe02735979eda6a77261dc8	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Chalara	Chalara_recta
962e73f85440f5e3aec3b23b416ecff9	Fungi	Ascomycota	Eurotiomycetes	Unknown	Unknown	Unknown	Unknown
176f2429b2c79d1771a235b51cfbf9d6	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Unknown	Unknown
43ef8dacf8758d1dbbfb0a6543b60a64	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	Piloderma_lanatum
cac1f45e28ee6a5d3fa008d34347cb50	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium_desertorum
5d21bea74110f0ce5560cc1ce1105fc7	Fungi	Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown
71c61bbd58ee9c992473236b916b5e08	Fungi	Ascomycota	Leotiomycetes	Unknown	Unknown	Unknown	Unknown
bb7995d35402bb774a7e026d3f288932	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Unknown
2840ea3924527fb70051ccea941a6014	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unknown	Unknown	Unknown
2fb7aa0a0ab43b65375fe3eb5dfa56d2	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
f138527c812957eba4c61e6eedfc115c	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
e9c8edbbb4d9a28ef54a5ac9527d0bac	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unknown	Unknown	Unknown
7abc88fc35ba2c883dbab4bcb9dd168c	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
2839e5186d1d597e45d2dd48c393e054	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
10b046b4b4312472ac7dd343217b2dcf	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	Paraphoma_ledniceana
7eb0f88dec37b9d3f19009b3e4c73ba8	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	Unknown
0e645cb527562ef11577bbc9ff867f24	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unknown	Unknown	Unknown
e0fae7422f47cf54174836e466e10dcb	Fungi	Ascomycota	Sordariomycetes	Unknown	Unknown	Unknown	Unknown
a660923f3397e2dc047f3add9367105d	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Unknown	Unknown	Unknown
4e55a4553eda55bcf9d2e0d3669e9c65	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unknown	Unknown
923de8558c651d799188c5ce823513ef	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_siddiquii
5722d821080fe9465af1ebc288cf2193	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_montirivicola
7b71c6957914a2e2cab05b72f6611998	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidiaceae_gen_Incertae_sedis	Ceratobasidiaceae_sp
38bb4e445de1206bbf6bc68bdb6c3088	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
e9f6bc814d04820510c4c64783f5f624	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
a569cecbd15c989d568e50df51181059	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Unknown	Unknown
94b0513d1a81b07b184398cef204e61f	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Unknown
d5d6b095b4723511c7c68cbb3a916fb2	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	Darksidea_zeta
133c07fb3a504137cd34a53d8fd4457b	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
ce3c56ea35c4e74b6136cbbb03df2386	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
efa1e4718b4a585c3262b64fc55c0388	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidiaceae_gen_Incertae_sedis	Ceratobasidiaceae_sp
1ad07d6db142ce9111baeae30769e9b3	Fungi	Ascomycota	Sordariomycetes	Xylariales	Unknown	Unknown	Unknown
955d3fd13ca67d37ba1b686048b129f4	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Unknown	Unknown
01b11290772e3cad436b7847175f6a06	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Unknown
4f8b0314f25f67974f1070be98b37137	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
9abdfb0de4a739381b6076ad80f4ca84	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
ac37a88eedc915a951767af712faae4d	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
df7bfa99c817b5c05d74acef84dec750	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
93bdb795773600d4446d84f62ffc16ad	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Unknown	Unknown
6649cce63eee1159dce4362fbc7729a4	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unknown	Unknown	Unknown
cbc6377dc9125f622e93c0ea6814b756	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
ff453e9f6b589804af1d84bd71037fe3	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Unknown	Unknown
c23b82ed91d528f43219850e62422fd4	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Unknown	Unknown
cc48b2dbd6487a2f07e0222313cc20de	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
fa73abf35c3442b95756d6f1e2c4d863	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Unknown
5306984ea883ad6e32b23a635a203e43	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unknown	Unknown	Unknown
275d7a104b093c22c4a71f14bf95daaa	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	Epicoccum_thailandicum
9a7c7a55396dc80f38ccdf83350fbe87	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
492898e63af6e345a18b157979506333	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
4dd4b315ed26d7eabc8ac205fcff1a3e	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Unknown	Unknown
3ec1ea89e3c16f69f5f10f757e1806fc	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora_spurca
a4f725d2d1eb0f20feacc78ba98b3c0d	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Unknown
d7fd72d6d7a85b29d92410b3f8da8958	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_sigurros
94256310a14da96a4bbad8109f6043be	Fungi	Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown
1ecf2b3eacdd3c1c26bd37296ce1f078	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Unknown	Unknown
7cc4dddbb4e67268edd2ff3d795bc35e	Fungi	Ascomycota	Dothideomycetes	Unknown	Unknown	Unknown	Unknown
4b342adf0fd0fb3848170773458667c5	Fungi	Ascomycota	Dothideomycetes	Unknown	Unknown	Unknown	Unknown
b1fadb98ac93f39de539b465176833de	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
