#TAXONOMY	Kingdom	Phyla	Class	Order	Family	Genus	Species
b12c0318821f024b361428275678a290	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	Thelephora_sp
488699f2f10d4e2eb860db34ed3c3582	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
45393bb848f649446b72bdff04bd3f80	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
58129913de659cc045bd66e8cf58da9e	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unknown	Unknown
067e38edc6cd73d8f1e8f53b88384dc2	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Unknown
ac8adce3c32fd26f1176168a2acd3669	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unknown	Unknown
d4beb54d5bd20b360058dfd91721c286	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unknown	Unknown
bcaea2a9526410fab99439c7ca267ac9	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia_niccombsii
ef549b5295ef238a8220cf4363ed51f3	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Unknown	Unknown	Unknown
ed9e29a0333cbfcd836a8daf9f875af7	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Unknown
eb81c7906036dc4c084507ccada6a25e	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	Clitopilus_brunneiceps
a65d75257923b680283e7438a4ab7901	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	Piloderma_bicolor
3e401daef15427baa6519201acaf3242	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
b5a204bd82c1c19c912e21ecf1a2071e	Fungi	Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown
1d8291617a43fce803ddef6fa24064c0	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium_desertorum
b83e705ca1bc6a4269807f4ca6335baf	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_humicola
6f1f9dbba204484c1d1c3c1e296eabe3	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
79ed77e356419fd5ddb21c599921f4c7	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
0a13197b0d707c11d6ffc7eb39b67dd8	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
c29b2aa2d55f7640be715009e67b83d5	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Unknown
1fd1a1a8610788b1462eb93588d4b354	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unknown	Unknown
d3fb4d8222991ee16e210a9c8f7e70da	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
470fb7d4d10e7c8cdb7fbdbd4e8d22c0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
20e38002c567a6aeb90ddf855a828475	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
fc6429752b9fdb7b2ec63f385ba424bb	Fungi	Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown
4ceecdbce0aa704452a515e43947d33d	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
6dfec35e173985f6825255a791cbbe5f	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
f05565be9d23214175e7295e8825dae2	Fungi	Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown
a4323481660f8fb5876b641210a5569b	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
5441d071d7512ccb84133d3efe0fea7f	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	Unknown
5fdeda86dc9affb3a61ba76e8d2f8f49	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus_luteus
b7ac9acf13066f53f331feb3e479e6ff	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	Clitopilus_brunneiceps
8c6747c21068be294101ff1ec8e190a1	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_amoeboidea
3091883836cbc92b24f4d47032f2d39b	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
17e5a4dbb2b4dab17ed5d6debf68c8ec	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	Paraphoma_pye
5e71ab49916616fe0dcf51c3e21006a5	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
3008addcb4089874effa32929a3ba23b	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	Piloderma_bicolor
c2a59cf8ae3639a782a8033bc95999bf	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Unknown	Unknown	Unknown
55ed2242e117f6113becc2d90f67c25c	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Unknown
83f6cfda2a6e3812a13d2fe645e9bb52	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unknown	Unknown	Unknown
7487ba45de1b0c500e0f6ce3c6facc23	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unknown	Unknown
b693829cfa2bc0fbb329713206bc8087	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
df9c46670faa7746650743fe21e5b8af	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
734a0fd9129ee7b850f98e09a11089dd	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
374d044829784a7e73239912288e6498	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
0a0e54a1d0daa2bb879e07933351ce1b	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	Thelephora_sp
1febaa36b86cd673d6d44f4b719a50fa	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Acephala	Acephala_sp
58c21f113dc62e3dad4037edd2bcab88	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
7de12796a836201f4da596ca722b2795	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unknown	Unknown
4f0c0771a0f83400ed5613a687c943ec	Fungi	Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown
dc482a9a2860fdc8914f6acf450f7217	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unknown	Unknown
f7423bbaeab5008e8cfbf5dc2f91244e	Fungi	Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown
f7be8d1d111a63bf657ef23726223553	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
3de2aa29314d15123fd2b55d2122b917	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
5382e8f3be01883b6ce97b85fc2e93f9	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
342923ab786b9408a60040373a95bbe7	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Unknown	Unknown
53f52ced10380ef88075cd807860f07a	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unknown	Unknown	Unknown
80847350ae216ffda35461ba40cabfcd	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unknown	Unknown	Unknown
35c5cbf5c81b26303a7176b7690b9ee2	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unknown	Unknown
8a089b46f39c626bad1d8760a88c4573	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium_desertorum
4456d606724b7a22e178db9c2301a0f9	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Unknown
e23c1d673f8b64a724d46f82cce876c3	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
9dd54067e1c644974429038c439deb09	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
7062498fdc297d887fa4855a2dc46217	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	Lycoperdon_echinatum
3ac46b3325212a3666547a699281ec43	Fungi	Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown
6021dc75e898bd221032ef741e8715ae	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
c8b3740775a5a63261fea548711994f1	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Unknown	Unknown	Unknown
8297012e7ac85cf3d3513a7efd835111	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
376f5414ecfb44ec51d94b0a8f605417	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
489ff633ae5ca9501671b643a68bea83	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unknown	Unknown	Unknown
23b9d67531b78087824b72adbeb78bd8	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Unknown
865f17c7fe430322030ad6149754fb1d	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea_nubica
adf9581aac425a4dceaa8c81cfc7d09b	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
1bbcf2766d36d3ef624558441dfd7ef2	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unknown	Unknown	Unknown
efe60d0d8faf43cede7f78278a26dbb1	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
7b81e0532524bd1b09d4f605ba3d0840	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unknown	Unknown	Unknown
c211cfb557f1777c896de6cac2050027	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
0a7099aa054ff98a54403b9daa31697b	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
9099af53aa1a959ca6c2c5d3e2a9fe16	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
6efacebd38dec5296b8e64d0c90cd505	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
752393e74e36b089183c3b51e880a814	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Unknown	Unknown	Unknown
a121193840c7d84cd7a15e8d254258bd	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium_desertorum
37050457a95e9fc2f787ea6dde4765e7	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unknown	Unknown
28d141227f7a95259607a1a972a99c2d	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
a01d1b24858d78ef0b5773ac5031a9ac	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium_desertorum
2379815fb33949f0f5c91c152d765aa8	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
34f3569bc0848b47af3783a6eae40f49	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unknown	Unknown
86e19de6003439b1d2d93025b9837b08	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
2a42225ae703b3e3901942958acfbe9e	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia_tsunedae
3046dd5a61a3ce74930df4f200580a1f	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia_niccombsii
d4e41c8de2bc70ab265c3d24d7c48207	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_humicola
27634e19fce37d7298cde6b7b6927cac	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
6ec675e6b1a00e85bf491770ea19dfa3	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unknown	Unknown	Unknown
350511a058a9ce5f499a6eb9a5952a5a	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
6559aa703d176daa73aab4a4a95d6c18	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
4f84174a6d4b201e0964481f7d6c62cf	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unknown	Unknown	Unknown
070f380ff094c4eea2e9b50e391f4356	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium_desertorum
fc64c757d631f2f388762cb1053d0f0a	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
96bd5bc77e9a867ff833b1b65b2ce9cd	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
ab31d061a6ebf3f263071c6cba0a40d8	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae	Unknown	Unknown
892f7c0332394e5c7723bb395bdd210d	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium_desertorum
3c86ad3dc7c173e0a4e1996bee0cc402	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
fa018a32b95cc97ac984ea38c47d2738	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unknown	Unknown	Unknown
29c56903682374cd9f4deaa426256855	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
4434f202253189a6fa1c0d87cb5df520	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unknown	Unknown	Unknown
6f2b06fb3d7f9cda3cb8d59b090a1efb	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Unknown	Unknown
79b342ceeaa524d9f7b98cff1c650601	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unknown	Unknown
649b15566491a10a4cdfe267c10e0e3a	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
74eb25490156ebe568ba4590eccfa3a0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
73f2f13d2516effc0ad605dbf04854ab	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium_desertorum
9baae6a9863bad5126cea2e0d61b06ec	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
5097c02569a289719993074eb4d2e18e	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
69b5b51dbdcbc065bb339a86e6503e7d	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
f295ffd61b0e5f6a0d2c9a18326a7a7e	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium_desertorum
6371aecfa68c4e9408d9908712aad6ce	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
98f0173865127373465d41c8e6aab326	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_amoeboidea
7048c90936cb13365d985b619d77e46d	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
c4c657439de0ad104fc86c532a70e2ac	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Unknown
8d5fe658e8cdf2fa5348fbcb9bcb1ee3	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Unknown
6ce4b499b73b1db1228c6f69b125343e	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium_desertorum
8e5999bfb157b25f9280a59de1ccef84	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea_nubica
b2f20f972c4a16dbbc89bf8f111f3eb6	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus_luteus
539f59e86293ca9428d86edc335f55a8	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium_desertorum
39401e5c6569e99afb6fb2c727f6d735	Fungi	Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown
47978d75f4fea4b5b41413ab8cadf5fb	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
9f95e5c319172c5f55f03d72e4d38f84	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
9f84d9b61693bf53b96d6a17e0de4234	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
60cfdc26b61bcce644fdd43e5bf972f1	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	Unknown
f15bdd8c24544dbe989e4a744a75c7ac	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
d046970240b18e1d2d0b2dd365b04f57	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
a6d0786a9f4141aa950df97670963da8	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
d35ab18dfe39c56e6d05ea723ebc17b3	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
bc9d279aaa4c03b1cbbeb2ef0cf2a55e	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Unknown	Unknown	Unknown
7fdf5bb2e5e4fd8efbb9f629e38120a0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unknown	Unknown
092fe245e4c1d5ff6cf786592532c952	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Unknown	Unknown	Unknown
c3f32b9e854055b3654067d2eb4a4c4d	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
a98a0ec7c74e400025fef338d474a1c7	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium_desertorum
05333aa094593673382c16e2e27d1a73	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unknown	Unknown
a778c35593f7cdaed152f4882b0eb6d4	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
46e26405ebac87fa89dd15c085cb8b64	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Unknown
9798801b43214981c41d7281b86c2a36	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
cbdc2a3b24b4a3dec836677c3607f496	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
beb16c31892c44b9ad2e0c6d2de22430	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
03a4afd06bc9d7798b6d4bd4c5c537b2	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Unknown	Unknown	Unknown
c5f912143928c518ca12b187225761f3	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
6684f0b25a5661e52c6f69035d95eb66	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
b52456f84a2a382ab2dc313a5c1aea06	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unknown	Unknown
8919f8204cf3e7de7fb3c7012d60693a	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
819509c1843d057552e322cbe8bb8888	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Unknown	Unknown	Unknown
290a697dedf733e5ce8df1d3f2afd6df	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
d80531918c52ecaf1799f1ad9540af07	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	Unknown
2f050c99b6c1b6b512e97dc865c5c3a8	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Unknown	Unknown	Unknown
ec6bf27dbecef3b61d478ec837fa0250	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
6930958a53537d83be51120c43ffe510	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
ecd4578fcc6ef7ceae6e625fb50b6eb9	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
6bbe9d6f2187921824ead85b78373cd7	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
55880d27f2d35242d8a5d765028c9fa2	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
2e5fd9a1911fb9c875d4904afb1fe3b2	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unknown	Unknown
9ea1c801ccca4fc851a3d49ecba59abb	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
57812e125ef7abe26a3ad8a72c08e33b	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unknown	Unknown
1ccabb04a89b243cd0276ba690029156	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_sigurros
c152664b7e49375bd7352b543bfba4f7	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unknown	Unknown
4dd731fd3669d1dc67c4a53f78ff7eda	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
feb1c227b57b420e27a7544b4ef91940	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
b0223ec0d69ae364370a3c6c67b9cbbb	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Unknown
46c967d5482b2d66170b3114c6cd1575	Fungi	Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown
4257eadb918b885f8079f68f40939996	Fungi	Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown
4c109132a64bc19fe83fde8fce231ed8	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
a9cc391d1084cd09ff82cf710efb9e1b	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
725e95c0cf1ac6790c30a0113b360af5	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unknown	Unknown	Unknown
a4df58c9436b3228a786626ec4171d49	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unknown	Unknown	Unknown
54725f0f6d64831a39c26fcb90c9030d	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Unknown
a8e1368f5b5c5d11157685c87d37932a	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium_desertorum
a35d6540f478ec40b6963bb40b88cc51	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
3733b3536e7225efa4bbf04b97f88178	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
ebb141b36b2570a9a187c98c22281704	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
1848edc8cc0f19e3eeb2b2090e51c8b1	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Unknown
22852b8738a2ce7803016752d43eb803	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia_niccombsii
ea371000e243bb8eead72be2ee0da756	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium_desertorum
10b60ac531a8bfcabbd51253b817d6bc	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium_desertorum
d5a6bd14529ff2a6ad27d1f626939760	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Unknown	Unknown	Unknown
df167862d8bbb5093cf371296982a70c	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unknown	Unknown	Unknown
95e4313af8667d43103f0c9d88509f1a	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Oculimacula	Oculimacula_yallundae
6995f249d4ab9720ba84d335c62354ab	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
a681f38c30cbb6032b4e07b4c4626bd1	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_wuyishanensis
61bb8ac78ba0bdd7375819095874e906	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
ffbc945e7f5b1d016176fa82a9bcd1fe	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
69f993346768f7870f44b6c20f6b4774	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
