Feature ID	Taxon	Phyla	Class	Order	Family	Genus	Species	Sequence_Hierarchy	Guild	Trophic_Mode
8a0b722d481542b749b88b5bbaf635c6	Fungi									Unknown
1835bbb053c0d3091151f1b1b87b7721	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae	Rickenella	Rickenella_indica	SH1964039.09FU	Plant Pathogen	Pathotroph
f4d282968cbc0b3941c85bf57a4293ee	Fungi									Unknown
73307d7abb6bff4a1fb6052f28dd3367	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Sarocladium	Sarocladium_kiliense	SH1402658.09FU	Animal Pathogen	Pathotroph
188a32c433f531ccc2fdda11b3b0aefb	Fungi	Basidiomycota	Agaricomycetes							Unknown
5497bf416a31349682888379d32fddde	Fungi	Basidiomycota	Agaricomycetes							Unknown
86d3cc5e36e02071cb97e6c1cb6ce47f	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	Piloderma_bicolor	SH1455679.09FU	Ectomycorrhizal	Symbiotroph
bf1507c0bc595486405fd6ca5e83478a	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidiaceae_gen_Incertae_sedis	Ceratobasidiaceae_sp	SH2010503.09FU		Multiple
1031b24a7b3e391c9f1e04263b2c7fb7	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	Thelephora_sp		Ectomycorrhizal	Symbiotroph
25381d059eba8bbd43ef971a2d454b4b	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_coprobium	SH1342049.09FU	Undefined Saprotroph	Multiple
60aa150d27ceaca23616171582d9b790	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Selenophoma	Selenophoma_mahoniae	SH1968818.09FU	Wood Saprotroph	Saprotroph
4b594831d99531f353e36b82101795bb	Fungi									Unknown
bda12f45976f9f47e39fbd8844351c2a	Fungi	Basidiomycota	Agaricomycetes	Agaricales						Multiple
1a9cd4ce47a046eb1546939a975e13cd	Fungi									Unknown
b2f0fc5a10d347dee011bdc7a4ff24f6	Fungi									Unknown
29f142a9c1f0eed0c8f61947f555c5a6	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma			Ectomycorrhizal	Symbiotroph
7270cfee9fbbadaad94bcfeb5ec229ae	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae					Multiple
86dab2d4cec90895521791c604026468	Fungi									Unknown
166b9bc7976194a018282a2bfc6090bb	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	Clitopilus_brunneiceps	SH2015034.09FU	Plant Saprotroph	Multiple
75193ea4887131a43100e006f6474bd3	Fungi	Ascomycota								Unknown
c387c857a17ce3835294a75a55a5cdef	Fungi									Unknown
12ba1b748719e01180cfbb3b74ca4b72	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturia			Plant Pathogen	Multiple
7354b5004f8763229edb40dda44c5adb	Fungi	Ascomycota	Eurotiomycetes							Unknown
ae7a527810343c857f97d017f672441e	Fungi									Unknown
f8fc87c8ad84487bc9a416a84fc4c4a8	Fungi									Unknown
dd26b0ac3ff3b5d694bde5231b65ad80	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma			Ectomycorrhizal	Symbiotroph
66ee09b38dee133a7e7f2d579a2e0766	Fungi	Ascomycota	Leotiomycetes	Leotiales	Cochlearomycetaceae	Satchmopsis	Satchmopsis_metrosideri	SH1513315.09FU	Plant Saprotroph	Saprotroph
84e9bf9383d63bb2154bdd5e4117b583	Fungi	Ascomycota	Leotiomycetes	Leotiales	Cochlearomycetaceae	Satchmopsis	Satchmopsis_metrosideri	SH1513315.09FU	Plant Saprotroph	Saprotroph
c1a690f61ffff38e161767b645df1fa0	Fungi	Basidiomycota								Unknown
1bdb36bd55e880a0cfac2dcef1c4832e	Fungi	Ascomycota	Leotiomycetes	Leotiales	Cochlearomycetaceae	Satchmopsis	Satchmopsis_metrosideri	SH1513315.09FU	Plant Saprotroph	Saprotroph
a00c72132c745f97eca60343504719bb	Fungi									Unknown
072656b2639051ee6778da7e4136aff9	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae					Multiple
416b0fba8f1e1e9af275b8f15bc521bf	Fungi	Basidiomycota	Agaricomycetes	Agaricales						Multiple
8fe5c5f01cfd20b782c6e07c4e0aaf85	Fungi	Ascomycota								Unknown
7c053451c9191171e8086e54ebc136e0	Fungi									Unknown
0060e0a7126e44af2d9f689884167c83	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis	SH1366784.09FU		Multiple
ef16d2cb75e87123cd64e826ae72eb1e	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_humicola	SH1415840.09FU	Undefined Saprotroph	Multiple
6c97d7b6d3e3d370560854ccfea8ede5	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina_rehmii	SH1347045.09FU	Ectomycorrhizal	Symbiotroph
b3727525c58d2040be03ada88677cf92	Fungi	Glomeromycota	Glomeromycetes						Arbuscular Mycorrhizal	Symbiotroph
fee8fc2c30ebcb3addad1de8dac1b901	Fungi	Ascomycota	Leotiomycetes	Helotiales						Unknown
29c67379628d0cab6977568844077874	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus_roseus	SH1477560.09FU	Soil Saprotroph	Saprotroph
a218a57d066034bfd4d94b833497173b	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Paraleptosphaeria	Paraleptosphaeria_nitschkei	SH2082001.09FU	Wood Saprotroph	Saprotroph
4cf60e88421de658f2f0517309882f3a	Fungi	Ascomycota								Unknown
07828aa2bd3ed29153eca36d1b5680cb	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Septoriella	Septoriella_rosae	SH1719645.09FU	Plant Saprotroph	Saprotroph
19381a96a10aa1befec88efeffc720fd	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis	SH1556070.09FU		Multiple
3f78d166eb0fb4212c101cccbec73453	Fungi									Unknown
ba433c65a1b8fb5035d85c360a222520	Fungi									Unknown
9ec71321cd19181c456c37f1bf65a40e	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea_nubica	SH1681349.09FU	Animal Pathogen	Pathotroph
65e73d1c9ecee7aa602c718224c2543d	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales						Unknown
e195715dc5eb191e69ebbfdd83e3095f	Fungi	Basidiomycota								Unknown
9bba7e12b3bafa96a6cc5307b4e9f6a7	Fungi	Basidiomycota	Agaricomycetes							Unknown
f0728709aacdedf46b3842e8fe8fe4c7	Fungi	Ascomycota								Unknown
e6d747dcb2a115cb26320485ccbf0021	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis_caledonium		Arbuscular Mycorrhizal	Symbiotroph
73bf60e09067a2811923d9f669e3f026	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_humicola	SH1415840.09FU	Undefined Saprotroph	Multiple
96ad7985750fc37e89697939f38c1e10	Fungi									Unknown
4f975f27185c6081fe558710ca536847	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_humicola	SH1415840.09FU	Undefined Saprotroph	Multiple
175caf7d64480a486c826b66efe64a1b	Fungi	Ascomycota								Unknown
51c7f9b866aa94d3bf52604c4b1fa968	Fungi									Unknown
eddc7a167f640daf9b435f2c21ed2a41	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Calvatia	Calvatia_fragilis	SH1464228.09FU	Undefined Saprotroph	Saprotroph
62e3d5dc6d0ebd3c5ae8c6482cb81ee6	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Leohumicola	Leohumicola_atra	SH1526571.09FU	Undefined Saprotroph	Multiple
0177487f494f954d46cd99a701c7f74c	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Symmetrosporaceae	Symmetrospora	Symmetrospora_proteacearum	SH1931958.09FU	Epiphyte	Multiple
2405c5884e996c7ed7845872489140fc	Fungi	Ascomycota								Unknown
eddfe9886d95e2af2ebbef55de2d33a9	Fungi									Unknown
065ba50b91215777cd96a97887952901	Fungi	Basidiomycota								Unknown
739c02f32e18b69e89e9ac10a56936a7	Fungi	Ascomycota								Unknown
bb7ff571c3e2d162af48e11b121cfcc7	Fungi									Unknown
5cbf474ae8256b6864e7169dc108d66d	Fungi	Basidiomycota								Unknown
5da6c7a271efd5a473a751f0c4d944e4	Fungi									Unknown
2b8aa1bf2821a16105c0bf5d951d4b1b	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius			Ectomycorrhizal	Symbiotroph
2cc4f2c17aeaae138eaa5bf5090a239c	Fungi	Basidiomycota								Unknown
2dff07da4162f63c48786ccdf512dff4	Fungi									Unknown
9cd2a34971589956ab3843f44c2b0711	Fungi	Ascomycota	Leotiomycetes	Helotiales						Unknown
fe4a88dce4fd9f7c5344c12827fb6c55	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius			Ectomycorrhizal	Symbiotroph
1ce2f5c2f1cedbc5f1ab01156851c840	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_humicola	SH1415840.09FU	Undefined Saprotroph	Multiple
b2548be230c975414018d2b072bbdd3a	Fungi	Ascomycota								Unknown
2a3796939727ac9b6cb25bbbb2558846	Fungi									Unknown
ef904d8cc28ca241c1514b904f2d5717	Fungi									Unknown
9b8116f20ba053bc9a1283d6c2267ac9	Fungi									Unknown
0a6ec495e3229b0da1004fd1952dac09	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae					Saprotroph
35ea65b4d8269fb7c5d824163d5d6df0	Fungi									Unknown
f0bcb63b58db391576f8391017984ad9	Fungi	Ascomycota								Unknown
29690f3e9a13d79d7a6407b07ca7f3c3	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae					Unknown
8083b87aa5c7f16927fada54630320ce	Fungi									Unknown
b3be9031c3af5f7f6cc9af022043c923	Fungi	Basidiomycota	Agaricomycetes							Unknown
50f66a7db53f7b2271354a256e9e4b6d	Fungi	Ascomycota								Unknown
d1d68ee6546789816791c0d35d73c648	Fungi									Unknown
8e0bd89b41782be9abd176566f7f0705	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae				Undefined Saprotroph	Saprotroph
677f43e5e8ecb309df76266f86353118	Fungi	Ascomycota								Unknown
ad659de61edac2743199dd366b4d52d5	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Tolypocladium	Tolypocladium_geodes	SH2023584.09FU		Multiple
461d576fea9da8cf5f7463407e9e7266	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phlebiopsis	Phlebiopsis_sp	SH1918267.09FU	Wood Saprotroph	Saprotroph
f1b65d8aa0b35da5093f4c4cf6bae01e	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_olivaceum	SH1711618.09FU	Ectomycorrhizal	Multiple
7cc21c82d7b8c31c5bc9fb88d0251aca	Fungi	Ascomycota	Eurotiomycetes							Unknown
742b3d63d2008e677acec6f177a49463	Fungi									Unknown
f6e8ebcc351161d7efdad70e220a28ea	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius			Ectomycorrhizal	Symbiotroph
789f2ca10bf19433ab16abe62b7f9ddd	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis	SH1366784.09FU		Multiple
93fdedaafe296acd41f2f96e8bf538c1	Fungi	Ascomycota								Unknown
da036096df9918793cf8dbfe1b83ba9d	Fungi	Basidiomycota	Agaricomycetes							Unknown
6182d3895b2b9d5f8be089872fa537ac	Fungi	Ascomycota								Unknown
9beb92419839801757c0516398609bfb	Fungi	Ascomycota	Leotiomycetes							Unknown
25390c176073bddde766c61c3347c8e4	Fungi	Ascomycota								Unknown
792b3ba40a15942924780647eda22b92	Fungi	Basidiomycota								Unknown
5dd38f18496127f6f9a5f59b262f05c4	Fungi	Basidiomycota	Tremellomycetes							Unknown
242973d56379ff24690298b57c291ea2	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipitaceae_gen_Incertae_sedis	Serendipitaceae_sp			Unknown
df8c36ab842bb721717db21e97db7299	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	Thelephora_sp		Ectomycorrhizal	Symbiotroph
af24d838ec71ab88fd45b9d73292cb92	Fungi	Basidiomycota								Unknown
b94e4bbc2ad2d87aadbcd483acb7dace	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	Apiotrichum_sporotrichoides	SH1556031.09FU		Saprotroph
d38eb74685d0202e5fa034606b2974b2	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium			Fungal Parasite	Pathotroph
778c59dd24a89e07decd6e49b9862a54	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Calvatia	Calvatia_fragilis	SH1464228.09FU	Undefined Saprotroph	Saprotroph
e32ee542b6fe27a750cb5fd712385dc2	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis	SH1366784.09FU		Multiple
f681aee21f739ceebde9a64373d086d0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae				Unknown	Multiple
1330a606613b3ffcf46acf178c5c52c8	Fungi									Unknown
8110c04d0fea808a16c9e8fef480ec6c	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_purpureobadia	SH1359081.09FU	Ectomycorrhizal	Symbiotroph
604e1b1c75907747bb86deb00698fe96	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Chalara	Chalara_recta	SH1513070.09FU	Plant Saprotroph	Multiple
011538c1125c8e0dbadb1ce4abb6826b	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae				Undefined Saprotroph	Saprotroph
a43a4358e0b835ae13f73243724eb141	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	Darksidea_zeta	SH1388270.09FU	Endophyte	Symbiotroph
4a3fa8943b6d2a7a48a4de06291f20dd	Fungi									Unknown
bdf3537e7f3625939e1904ea6b509a57	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_alliacea	SH2095953.09FU	Undefined Saprotroph	Multiple
558c2edcd8e1570a0373fc96a344383d	Fungi									Unknown
7fcf3fec34a06cdd3cf9a14aa2cb5ee5	Fungi									Unknown
ba27baaa241893bb3b7c3d2956ded1e3	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	Clitopilus_brunneiceps	SH2015034.09FU	Plant Saprotroph	Multiple
e0fd18ecb6a0635b1ad1c15cf2353aba	Fungi									Unknown
8cab2c6032064c043b0205aaf15aec44	Fungi									Unknown
e5946cea1cd8df70854e5d1c58e19873	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pseudodidymellaceae	Mycodidymella	Mycodidymella_aesculi	SH1532551.09FU	Plant Pathogen	Pathotroph
c001cc1bde571704cba9c16e3de580b8	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae					Saprotroph
64d3a42ffa5e6980eb94590588a18a99	Fungi	Ascomycota	Leotiomycetes	Phacidiales	Phacidiaceae	Gloeopycnis	Gloeopycnis_protuberans	SH1478400.09FU	Endophyte	Multiple
99fd41747e3ad64ea91397e76b33a484	Fungi									Unknown
240a35e47b3d6a455eed516c300446ce	Fungi	Ascomycota								Unknown
67ffe93c6196d06023e8900e60d954d0	Fungi	Ascomycota	Leotiomycetes	Helotiales						Unknown
db8bde344acc703835ae157147d800c9	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium_escuderoi	SH2073586.09FU	Undefined Saprotroph	Saprotroph
9cce1d7ba1075db753c7b7edb6948615	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis			Arbuscular Mycorrhizal	Symbiotroph
5814dacf93f8be63757a249a93f42209	Fungi									Unknown
01bdf9bcbb3564f1921d20092bd781c9	Fungi	Ascomycota								Unknown
f5b6861ef6d4a1cb70c96a75d5ee98e8	Fungi									Unknown
cbb3da868979224216a028c4b35731a8	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pseudodidymellaceae	Mycodidymella	Mycodidymella_aesculi	SH1532551.09FU	Plant Pathogen	Pathotroph
d4a197b41f1b48d99ec57513a0f78515	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Phaeotremellaceae	Phaeotremella	Phaeotremella_fimbriata	SH1556890.09FU	Fungal Parasite	Pathotroph
a7b70a62dbab5e6a81005a2407dad894	Fungi									Unknown
8bf5f25f01df0634579b37a131efa082	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis	SH1366784.09FU		Multiple
a3509ebb70f4d64f2d4d285cd4c12224	Fungi	Ascomycota	Leotiomycetes	Helotiales						Unknown
97a389c7c1af2067431a77e3a2950324	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_erebium	SH1827756.09FU	Ectomycorrhizal	Symbiotroph
f1f35799c0548547a1474cb8e4adbea8	Fungi									Unknown
24ef95a00fe8d7312df18a5528b6a0c6	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis_caledonium		Arbuscular Mycorrhizal	Symbiotroph
7bd668d4c13c65daa737537c29297e05	Fungi	Basidiomycota	Agaricomycetes	Agaricales						Multiple
c4517614301237c9fbd97e0555133018	Fungi	Ascomycota								Unknown
21f90cd85acfbda25195b98c33ca8dc7	Fungi	Basidiomycota	Agaricomycetes							Unknown
07d6b935ee44282211adc60912461af2	Fungi									Unknown
f09dbaa89d2b077dae40ca7c0c5602e8	Fungi	Ascomycota								Unknown
8f1c2ec65a58741f8a2f155323ec829f	Fungi	Ascomycota	Sordariomycetes							Unknown
ec2304d2395c7da625af73f5041b0359	Fungi	Ascomycota								Unknown
fa72b5947c4685c38dcda372e07aefd6	Fungi									Unknown
f76c17661fda4e39c63409db9f9ecb11	Fungi	Ascomycota								Unknown
4ecc96d8de918a4393e9a94a97aad34c	Fungi	Basidiomycota	Agaricomycetes	Agaricales						Multiple
e8f1d7c130ec53898474835ca903e8f1	Fungi	Ascomycota	Leotiomycetes	Helotiales						Unknown
3086c95fbd1e026000b86f51f7b26b7d	Fungi	Ascomycota								Unknown
62dd5cc226bf15f23fc8df7957fa26e4	Fungi	Ascomycota								Unknown
ee2db7cf7826dcd7dbc9bc3593197c7b	Fungi									Unknown
df01e34a7c925fa7cbc2dc4067847587	Fungi	Ascomycota	Dothideomycetes	Pleosporales						Unknown
bb5a4bfeaa59621bfa1a2f3c4025d281	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	Lophiostoma_coronillae	SH1341735.09FU	Wood Saprotroph	Saprotroph
ec9a02a229bd416475cfec6c3a3e3002	Fungi	Ascomycota								Unknown
f49df9fbafea1cc4b0c85eec7c4e7db2	Fungi	Ascomycota								Unknown
171466604b9e7a96f38dd950faaaa0c1	Fungi	Ascomycota								Unknown
63d5e1ee2d6940e33e46a0d617173151	Fungi									Unknown
3aa083ed72e5115fcf6618ae23bf64c9	Fungi									Unknown
35b20dd444aad451826fd40b4977fe03	Fungi	Ascomycota								Unknown
8f5bdd735808d365b3990a4df5ff5e66	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium_escuderoi	SH2073586.09FU	Undefined Saprotroph	Saprotroph
13625b7002850f1342c047ef937ed8b9	Fungi									Unknown
956b3a35a8ce2166c5c5b8a9ff219642	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella			Undefined Saprotroph	Multiple
b2573b5d05beb2dbf286954ccec46856	Fungi									Unknown
2062cb90af5f8e3c7a426bc275b93661	Fungi	Ascomycota								Unknown
bb9e70e0338367f3deb44f8c5f3f7b5b	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Leohumicola	Leohumicola_atra	SH1526571.09FU	Undefined Saprotroph	Multiple
b416e1ce5c9e8e82f7c63f6b165f4307	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis	SH1556070.09FU		Multiple
1de244ee3e30df5b9a46e648068ac50e	Fungi	Ascomycota	Sordariomycetes							Unknown
0e7088737a536df432974ceb3e3d2b2d	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_humicola	SH1415840.09FU	Undefined Saprotroph	Multiple
f2217e80c230dabc00f8ee00adab97f8	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea_nubica	SH1681349.09FU	Animal Pathogen	Pathotroph
b8ab16bb91e718508192575d1ff3e1e1	Fungi	Ascomycota								Unknown
0595d5f7a03d6e7b0a15a4a04f2be81e	Fungi	Ascomycota								Unknown
a2143ac95a5e01d1141f9490bbfa0697	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis			Arbuscular Mycorrhizal	Symbiotroph
2484536adb61207dc3bfa65c1cc1cc48	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	Apiotrichum_sporotrichoides	SH1556031.09FU		Saprotroph
11c2b4c91daf98e39cac86dea7959633	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema			Fungal Parasite	Pathotroph
47d0672462bc8e6a5d41d8805d1d7f02	Fungi	Ascomycota								Unknown
8b276960d8f1cf85868a6957fced7d38	Fungi	Basidiomycota	Tremellomycetes							Unknown
17d346517e8d65a737671a3cf5226ad0	Fungi									Unknown
56f422c3001a174b79a07ec0e8a4ba1c	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina_rehmii	SH1347045.09FU	Ectomycorrhizal	Symbiotroph
3945687cbd9ce0c933ea1cc40d682b1b	Fungi									Unknown
b684974e6cdf2029d880a4976ca00861	Fungi	Basidiomycota								Unknown
e76a58ab1ae57a5c9895776dc31ba485	Fungi	Ascomycota								Unknown
a0bda89fd44f163f62d03c909b166b09	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Pezicula	Pezicula_neosporulosa	SH1512950.09FU	Endophyte	Multiple
32e9517db6d0f4ac3fc01cf2031dcb91	Fungi	Ascomycota								Unknown
2c1dae66e2e801ba5c0c6a8245f548d9	Fungi									Unknown
d8a1fb2c98bd5accc4dca851029db3a1	Fungi	Ascomycota								Unknown
e6eaed6c6413513540a5915c22aba396	Fungi									Unknown
483ab8bc615867b3e78beab6fb34c1e5	Fungi	Basidiomycota								Unknown
1a23987207947f2f447fb196e42c9241	Fungi	Ascomycota								Unknown
23e891e18bcdf357c87dd731a092dbcc	Fungi	Ascomycota								Unknown
72b2ca9aa1d64237c2cf8bc3c808f525	Fungi									Unknown
2883c4a895f7a18946a8b20418553a25	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula_kratochvilovae	SH1574396.09FU	Undefined Saprotroph	Multiple
e6691e6fef154d9562855b99c50b1d68	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Coleophoma	Coleophoma_camelliae	SH1512308.09FU	Plant Pathogen	Multiple
f978e786de2299b87bef3cf96dfb2841	Fungi									Unknown
6f073fbcf24da44bb5cc6401fa5f6d12	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea_nubica	SH1681349.09FU	Animal Pathogen	Pathotroph
2334df7bc46ebcad8badf686bc8a6cb9	Fungi	Ascomycota								Unknown
c7d23351a7055e95c38197055557c933	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidiaceae_gen_Incertae_sedis	Ceratobasidiaceae_sp	SH2010503.09FU		Multiple
3c2abffdabedbc1c3b8ee87ad8802fc2	Fungi									Unknown
3ef4a816b3ba5445f760db45003b0ff7	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales						Unknown
b81a9943cfdb3e70f593e979dfb5a4d5	Fungi									Unknown
3146029a4bc8aad0efe9c6605411d1ab	Fungi	Basidiomycota	Microbotryomycetes							Unknown
dab4b6201cd74a7846972ac9619b9dac	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia_tsunedae	SH1682696.09FU	Soil Saprotroph	Saprotroph
e3e2b1a49b1b1a9cb0ca92cbc3bd2919	Fungi	Ascomycota								Unknown
7d8be25b8ac47a4ed9810ff014351cb4	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae				Unknown	Multiple
cfefa682f2d222f33b61d8f33f5c1f25	Fungi									Unknown
eaa7e4c28d1ecbe578f2536c3fe1abdd	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturia			Plant Pathogen	Multiple
176b8f7da336b8c7ee806346a83da285	Fungi	Ascomycota								Unknown
2511e5d4c2c2ea5b8804389ba9d09bce	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae	Pseudophaeomoniella			Plant Pathogen	Pathotroph
34ec69752475a38620e33643706217da	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae					Multiple
f3794f0c351f54244c7da8444d0dd6f3	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Leohumicola	Leohumicola_atra	SH1526571.09FU	Undefined Saprotroph	Multiple
fb38c9b4ba94d0663de8cd163ae99ea7	Fungi	Ascomycota								Unknown
0700d72d48f56d32d96f624bbd1e531d	Fungi	Basidiomycota								Unknown
9601aa5c41e0f0c14e1d48671650d425	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae				Ectomycorrhizal	Symbiotroph
ab2cd2971e43d23fff1fd7287a757387	Fungi	Ascomycota	Leotiomycetes							Unknown
7a369cdb597b510d6c076479f017646f	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae				Unknown	Multiple
429d5b587a271ac95fed8a2e889f3c7e	Fungi	Ascomycota								Unknown
3c25151260cb5242d5a79e3504740865	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe			Ectomycorrhizal	Symbiotroph
