#NAME	RT10	RT11	RT12	RT13	RT21	RT22	RT23	RT24	RT25	RT26	RT27	RT28	RT29	RT30	RT31	RT32	RT33	RT34	RT56	RT57	RT58	RT59	RT60	RT61	RT62	RT69	RT70	RT71	RT72	RT73	RT74	RT75	RT76	RT77	RT78	RT79	RT8	RT80	RT81	RT9
add737bf766c4f06e8b28c3928677815	12	20	0	0	0	0	24	27	16	0	0	0	15	27	30	0	0	17	22	7	38	0	18	0	0	16	0	0	12	0	16	25	0	0	15	0	0	19	22	18
7c2fc2b61597abba3b887f23c7051efe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d43420b8594190ce766c005b389575fe	0	3	0	0	0	0	7	0	0	0	6	0	0	8	8	0	0	0	770	624	20	6971	0	0	8	0	4	2	0	0	0	0	0	0	2440	8	7	170	0	0
6889ea1bab3449116ab30fa5f3a59c03	0	2245	201	37	43	0	8	69	21	3	0	53	0	40	109	87	219	49	517	89	125	104	74	40	304	9	0	0	0	0	0	336	1511	32	270	51	193	120	125	168
e042535c26dc2fd0aaf74a193612c818	0	0	195	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2cd257f9e538f5412bf27b1a3ecbfb74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8f524e39d5bb05030c791991a23ff17e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
874873bbe5b2907bc8151727ab76b8dd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
ae2fc2675d98f209ba08548bcc1a2f1c	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51064e6459aba6caa78fdd785cf56033	188	4302	484	400	607	604	75	776	256	0	0	113	0	154	110	0	0	0	806	443	262	372	65	25	1773	199	67	274	31	961	37	71	0	107	166	144	242	69	290	690
05cd6c5be19ac77dcbf2d64227cfb80b	23	408	0	0	0	0	23	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	37	0	0	9	2912	0	0	0	0	0	0	0	5	16
84c5138e06bda7903e0f4479e03731be	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
0503bdfcab16bbf980fa0a239a4e937d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a5ac04e948de1dc5022854b95bdbed00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f2698f73effd4c93420918fd846e6d73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3b258971725e2e74466ccc9461524d86	0	0	0	0	0	40	0	58	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1320b6192f4fe81c01c79d11850c7a14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b38d562ac59b12b14059bb83b5a1edd9	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	27	0	0	0	0	0	0	32	31	0	0	0	0	0	0	0
187a2054633141077b0a3f0a3bec1ac6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f6e005d824ddaa37ac363d9cca086f41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
512a5c9d656d906a652b0815599ff372	0	1039	169	4961	26	0	12	10	0	8	0	0	0	663	0	0	0	15	0	0	0	748	299	0	254	0	10	0	0	0	10	20	0	0	0	0	121	30	0	707
80dc202de67dcb9098fe87b838b1c7fb	0	0	0	0	0	0	0	0	0	0	0	13	0	0	19	7	63	28	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cfe0aa8a824661ccce4e2e5a82b4c2ba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c8cafdedeccc79c7cbe7375a0893927a	0	0	0	0	0	7887	27	852	0	0	0	0	5	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2d7d8a1a3f62bf1d053748c805d1942a	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
1741c2ceaa30206caede62983b6e8662	0	0	1305	0	0	443	72	1645	585	769	6467	0	0	0	0	0	0	0	351	70	110	200	252	1829	565	182	0	0	0	0	0	0	830	39	0	0	0	0	306	119
fc40635fbf4f8754d0b48c6910a667f7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b5a7d962b712fbcfe9f225c3065b3e47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5d353a4557137fce40c39728431c1cef	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f44f8330cb62cf4c200bbef1a3a268b5	0	0	0	0	29	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
022174a033135c0a2eb6b8acd2ff36b8	0	0	0	0	11	40	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fa0104c09da23adb4f10cdd1ed06927d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f42b7b1b0723deeb800d54d1ded1070e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ddfedcf274f2e3429507f6b82259cc35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a324975c23af0cfe33fb1a3ab0cddb84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
