Sample	Sample_Type	Tree	Time_Point	Replicate	Treatment_LandUseHistory	MPB_Impacted	Treatment_Moisture	Acephala_sp	Agaricus_agrinferus	Agaricus_arvensis	Agaricus_zhangyensis	Alternaria_ellipsoidea	Alternaria_multirostrata	Alternaria_nepalensis	Amanita_pseudopantherina	Antrodiella_faginea	Apiotrichum_sporotrichoides	Apseudocercosporella_trigonotidis	Ascochyta_medicaginicola_var._macrospora	Aspergillus_sigurros	Aureobasidium_castaneae	Auricularia_subglabra	Auricularia_submesenterica	Barrenia_panici	Basidioascus_undulatus	Beauveria_varroae	Bergerella_atrofusca	Bovista_cretacea	Cadophora_domestica	Calonarius_caesiocinctus	Calvatia_fragilis	Candida_orthopsilosis	Candida_pseudoglaebosa	Candolleomyces_cacao	Ceratobasidiaceae_sp	Chaetomium_cervicicola	Chaetospermum_sp	Chalara_recta	Chroogomphus_pakistanicus	Chrysozyma_pseudogriseoflava	Cladophialophora_humicola	Cladosporium_aphidis	Clarireedia_paspali	Clitopilus_brunneiceps	Clonostachys_divergens	Coleophoma_camelliae	Coniochaeta_vineae	Coprinellus_sclerocystidiosus	Coprinopsis_marcescibilis	Cortinarius_albidipes	Cortinarius_alboadustus	Cortinarius_brunneoaffinis	Cortinarius_cepistipes	Cortinarius_clarisordidus	Cortinarius_collangustus	Cortinarius_deceptivissimus	Cortinarius_decipiens	Cortinarius_kauffmanianus	Cortinarius_majorinus	Cortinarius_miwok	Cortinarius_mucosus	Cortinarius_parvannulatus	Cortinarius_paululus	Cortinarius_subcarneinatus	Cortinarius_turgidipes	Cristulariella_depraedans	Curvularia_siddiquii	Cutaneotrichosporon_dermatis	Cyphellophora_eucalypti	Cyphellophora_vermispora	Cystobasidium_raffinophilum	Cystobasidium_terricola	Darksidea_zeta	Debaryomyces_robertsiae	Didymosphaeria_variabile	Diversispora_spurca	Dothiora_europaea	Emericellopsis_glabra	Entoloma_aurorae-borealis	Entoloma_fuscohebes	Entoloma_tibiicystidiatum	Entomocorticium_portiae	Epicoccum_thailandicum	Erysiphe_polygoni	Filobasidium_magnum	Filobasidium_oeirense	Fonsecaea_nubica	Fontanospora_fusiramosa	Funneliformis_caledonium	Furcasterigmium_furcatum	Fusarium_algeriense	Fusarium_brevicatenulatum	Fusarium_croci	Fusarium_nelsonii	Gaeumannomyces_hyphopodioides	Ganoderma_carocalcareum	Gliomastix_roseogrisea	Gloeopycnis_protuberans	Gymnopilus_aurantiophyllus	Gyoerffyella_sp	Hanseniaspora_nectarophila	Harzia_acremonioides	Hebeloma_erebium	Hebeloma_pungens	Helotiales_sp	Humicola_zollerniae	Hyaloscyphaceae_sp	Hydnum_pallidomarginatum	Hydnum_subolympicum	Hygrophorus_fuscoalboides	Hypoderma_siculum	Ilyonectria_mors-panacis	Inocybe_purpureobadia	Inocybe_silvae-herbaceae	Juncaceicola_padellana	Knufia_tsunedae	Laccaria_fagacicola	Lachnum_impudicum	Lactarius_aurantiacopallens	Lactarius_miniatosporus	Lentithecium_pseudoclioninum	Leohumicola_atra	Leucosporidium_escuderoi	Linnemannia_amoeboidea	Linnemannia_camargensis	Lophiostoma_rosae	Lycoperdon_echinatum	Lycoperdon_ericaeum	Lycoperdon_nigrescens	Lyophyllum_shimeji	Macroconia_bulbipes	Mallocybe_sp	Mariannaea_camptospora	Megalocystidium_perticatum	Metapochonia_hahajimaensis	Microbotryum_violaceum	Microdochium_lycopodinum	Minimelanolocus_clavatus	Morchella_tasmanica	Mortierella_alliacea	Mortierella_fluviae	Mortierella_wuyishanensis	Mrakia_niccombsii	Mycena_megaspora	Mycodidymella_aesculi	Naganishia_bhutanensis	Naganishia_diffluens	Naganishia_vishniacii	Neoantrodia_infirma	Neoantrodia_serialis	Neoascochyta_tardicrescens	Neocucurbitaria_aetnensis	Neocucurbitaria_rhamnioides	Neodidymelliopsis_negundinis	Neofabraea_salicina	Neophaeomoniella_constricta	Nodulosphaeria_thalictri	Oculimacula_yallundae	Odontia_sp	Panaeolina_foenisecii	Papiliotrema_nemorosa	Parabartalinia_lateralis	Paraboeremia_selaginellae	Paraleptosphaeria_nitschkei	Paraphaeosphaeria_neglecta	Paraphoma_ledniceana	Paraphoma_pye	Penicillium_alutaceum	Penicillium_coprobium	Penicillium_janczewskii	Penicillium_madriti	Penicillium_oregonense	Penicillium_vasconiae	Peziza_montirivicola	Phenoliferia_psychrophenolica	Phialocephala_amethystea	Phialocephala_helenae	Phlebia_rufa	Phlebiopsis_sp	Phlegmacium_subfoetens	Piloderma_bicolor	Piloderma_lanatum	Piloderma_sp	Plectosphaerella_melonis	Pluteus_kovalenkoi	Polyozellus_mariae	Psathyrella_carinthiaca	Pseudeurotium_desertorum	Pseudofusicoccum_olivaceum	Pseudogymnoascus_roseus	Pseudopezicula_betulae	Pseudosperma_emberizanum	Pseudoteratosphaeria_perpendicularis	Pyrenochaetopsis_kuksensis	Rhizopogon_ellenae	Rhizopogon_sp	Rhodosporidiobolus_azoricus	Rhodotorula_dairenensis	Rhodotorula_kratochvilovae	Rickenella_indica	Russula_cremicolor	Russula_indocatillus	Russula_pseudotsugarum	Sarcodon_lidongensis	Satchmopsis_metrosideri	Sclerostagonospora_cycadis	Sebacina_sp	Selenophoma_mahoniae	Septoriella_hibernica	Septoriella_oudemansii	Serendipita_sp	Serendipita_vermifera	Serendipitaceae_sp	Simplicillium_lanosoniveum	Solicoccozyma_aeria	Stagonospora_forlicesenensis	Strobilurus_conigenoides	Strobilurus_pachycystidiatus	Subulicystidium_perlongisporum	Suillus_luteus	Symmetrospora_proteacearum	Talaromyces_oumae-annae	Thaxterogaster_argyrionus	Thaxterogaster_rhipiduranus	Thelephora_atra	Thelephora_caryophyllea	Thelephora_sp	Thelephoraceae_sp	Thelonectria_blackeriella	Thyronectria_coryli	Tolypocladium_geodes	Tomentella_lammiensis	Tomentella_sp	Tomentellopsis_echinospora	Tomentellopsis_sp	Torula_lancangjiangensis	Trichocladium_antarcticum	Trichoderma_atlanticum	Trichoderma_austrokoningii	Trichoderma_ochroleucum	Trichoderma_sinense	Tricholoma_badicephalum	Tricholoma_bonii	Tricholoma_olivaceum	Tricholoma_populinum	Tricladium_marylandicum	Tubaria_similis	Umbelopsis_angularis	Unknown	Vacuiphoma_bulgarica	Venturia_albae	Venturia_catenospora	Venturia_mandshurica	Venturia_saliciperda	Verticillium_albo-atrum	Vishniacozyma_psychrotolerans	Vuilleminia_alni	Wilcoxina_rehmii	Xenodidymella_camporesii	Xenopenidiella_nigrescens
RT27	Root Tip	Tree	Day_of_Harvest	30	1stPostMPB	MPB	Wet	13915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2031	0	0	0	0	0	0	0	0	5	0	0
RT28	Root Tip	Tree	Day_of_Harvest	2	1stPreMPB	Non_MPB	Wet	649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	36	0	0	0	0	0	6	0	0	3	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	976	0	0	0	0	2	0	0	0	0	0	0	13058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55135	0	0	0	0	0	0	0	0	27	0	0
RT29	Root Tip	Tree	Day_of_Harvest	5	1stPreMPB	Non_MPB	Wet	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	6	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	2	0	0	42	0	0	0	0	0	0	0	0	0	0	0	9263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47889	0	0	0	0	0	0	0	0	11	0	0
RT30	Root Tip	Tree	Day_of_Harvest	8	1stPreMPB	Non_MPB	Wet	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	6	11	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	10	0	0	0	0	0	34	0	0	6	0	0	0	0	0	107	0	0	0	0	0	0	0	71	0	29	0	0	0	0	0	0	0	0	0	0	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42504	0	0	0	0	0	0	0	0	26	0	0
RT31	Root Tip	Tree	Day_of_Harvest	17	1stPreMPB	Non_MPB	Wet	652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	15	0	0	83	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	13	0	3	0	0	0	0	124	13	222	0	0	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	24	1830	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	12	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	10	0	0	0	0	0	12	0	0	0	0	0	2	0	0	927	0	0	0	0	0	0	0	0	0	1287	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33307	0	0	0	0	0	0	149	0	38	0	0
RT32	Root Tip	Tree	Day_of_Harvest	19	1stPreMPB	Non_MPB	Wet	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	8	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	954	0	0	0	0	0	0	0	0	0	0	0	17387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	33024	0	0	0	0	0	0	0	0	12	0	0
RT33	Root Tip	Tree	Day_of_Harvest	22	1stPreMPB	Non_MPB	Wet	514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	120	67	17	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15003	0	0	0	0	0	0	0	0	13	0	0
RT34	Root Tip	Tree	Day_of_Harvest	27	1stPreMPB	Non_MPB	Wet	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	9	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	34030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50143	0	0	0	0	0	0	0	0	27	0	0
RT56	Root Tip	Tree	Day_of_Harvest	8	Old_Forest	Non_MPB	Wet	14007	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	770	0	0	341	0	0	92	3	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	453	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	180	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	502	28	1005	0	0	13	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	886	0	90	0	0	0	0	0	18673	0	0	296	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	114	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	27003	0	0	0	0	0	0	0	0	12	0	0
RT57	Root Tip	Tree	Day_of_Harvest	12	Old_Forest	Non_MPB	Wet	2681	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	624	0	0	114	0	0	16	9	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	66	0	12	0	0	0	0	0	0	0	0	4	0	0	0	0	0	21	471	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	19	0	10	0	0	0	0	0	5581	0	0	185	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	83	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11911	0	3	0	0	0	0	0	0	1122	0	0
RT58	Root Tip	Tree	Day_of_Harvest	13	Old_Forest	Non_MPB	Wet	9329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	508	0	0	30	0	0	38	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1058	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	634	0	19	0	0	0	0	0	0	22	0	9	0	0	0	0	0	119	1704	0	360	0	0	0	0	0	0	0	0	0	111	0	0	0	0	34	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	125	0	25	0	0	0	0	0	13	0	0	72	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	42184	0	0	0	0	0	0	0	0	4416	0	0
RT59	Root Tip	Tree	Day_of_Harvest	19	Old_Forest	Non_MPB	Wet	3848	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6971	0	0	44	0	0	15	0	0	35	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	54	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	29	0	26	10	0	0	0	0	0	88	50	386	0	0	0	0	0	0	0	0	0	22	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	4	7985	0	0	0	0	0	310	0	27	0	0	0	0	0	0	0	0	145	0	0	0	0	0	75	0	0	0	0	0	0	0	9	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	45160	0	0	0	0	0	0	0	0	61	0	0
RT60	Root Tip	Tree	Day_of_Harvest	23	Old_Forest	Non_MPB	Wet	6482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	425	0	0	0	0	0	0	38	0	191	0	0	0	0	0	0	0	0	0	8	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	63	0	0	0	0	0	0	0	9	0	0	465	0	71	0	0	0	73	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52100	0	0	0	0	0	0	0	0	193	0	0
RT61	Root Tip	Tree	Day_of_Harvest	26	Old_Forest	Non_MPB	Wet	7132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	1231	0	0	0	0	0	22	0	0	0	0	0	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6475	0	0	0	0	0	0	0	0	9697	0	0
RT62	Root Tip	Tree	Day_of_Harvest	27	Old_Forest	Non_MPB	Wet	3736	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	8	0	0	414	0	0	58	2	0	17	0	18	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	813	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	75	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	655	50	1104	0	27	14	0	0	0	0	0	0	13	0	0	0	0	36	0	0	17	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	321	0	56	0	0	0	0	0	15816	0	0	38	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	56	30800	0	0	21	0	0	4	0	5	1206	0	0
RT69	Root Tip	Tree	Day_of_Harvest	5	2ndPostMPB	MPB	Wet	1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	16	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	24	154	0	86	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	702	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	3	41126	0	0	0	0	0	0	0	0	619	0	0
RT70	Root Tip	Tree	Day_of_Harvest	9	2ndPostMPB	MPB	Wet	1948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	20	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	23	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47521	0	0	0	0	0	0	0	0	72	0	0
RT71	Root Tip	Tree	Day_of_Harvest	17	2ndPostMPB	MPB	Wet	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	128	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	52	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	72	0	62	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12399	0	0	0	0	0	0	0	0	23238	0	0
RT72	Root Tip	Tree	Day_of_Harvest	21	2ndPostMPB	MPB	Wet	5237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7939	0	0	0	0	0	0	0	0	31072	0	0
